/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data of Cibiicidoides in piston core MD01-2444 and IODPP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951396, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.940 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Cibicidoides spp., δ18O [‰ PDB] (Cibicidoides spp. δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
	Cibicidoides spp., δ13C [‰ PDB] (Cibicidoides spp. δ13C) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	23074 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Cibicidoides spp. δ18O [‰ PDB] (vs. VPDB, Mass spectrometer, ...)	Cibicidoides spp. δ13C [‰ PDB] (vs. VPDB, Mass spectrometer, ...)
	43.53	306.84	303.64000	303.62000	306.84000	308.01000	317.95000		3.47	0.5900
	43.54	306.90	303.68000	303.68000	306.90000	308.09000	318.05000		3.64	0.5700
	43.55	306.96	303.76000	303.74000	306.96000	308.16000	318.15000		3.43	0.6600
	43.56	307.02	303.79000	303.79000	307.02000	308.24000	318.25000		3.45	0.4200
	43.58	307.14	303.91000	303.91000	307.14000	308.39000	318.46000		3.64	0.6700
	43.60	307.27	304.01000	304.03000	307.27000	308.54000	318.66000		3.58	0.6400
	43.62	307.39	304.14000	304.14000	307.39000	308.69000	318.87000		3.71	0.6000
	43.62	307.39	304.14000	304.14000	307.39000	308.69000	318.87000		3.26	0.4800
	43.64	307.51	304.26000	304.26000	307.51000	308.85000	319.07000		3.78	0.7000
	43.64	307.51	304.26000	304.26000	307.51000	308.85000	319.07000		3.67	0.7400
	43.66	307.63	304.38000	304.37000	307.63000	309.00000	319.28000		3.77	0.6800
	43.70	307.88	304.63000	304.61000	307.88000	309.30000	319.68000		3.62	0.5500
	43.75	308.19	304.88000	304.90000	308.19000	309.68000	320.16000		3.17	0.3400
	43.81	308.55	305.25000	305.25000	308.55000	310.15000	320.74000		3.22	0.4300
	43.83	308.68	305.38000	305.36000	308.68000	310.31000	320.94000		3.59	0.5500
	43.85	308.80	305.50000	305.48000	308.80000	310.47000	321.13000		3.21	0.5700
	43.88	308.98	305.63000	305.65000	308.98000	310.71000	321.42000		3.40	0.5000
	43.90	309.11	305.75000	305.77000	309.11000	310.87000	321.62000		3.40	0.6200
	43.94	309.35	306.00000	306.00000	309.35000	311.19000	322.01000		3.15	0.6200
	43.96	309.48	306.12000	306.12000	309.48000	311.35000	322.20000		3.12	0.6400
	44.00	309.72	306.37000	306.35000	309.72000	311.68000	322.59000		3.32	0.3500
	44.03	309.90	306.50000	306.52000	309.90000	311.92000	322.88000		3.47	0.6800
	44.05	310.03	306.62000	306.64000	310.03000	312.08000	323.07000		3.45	0.6000
	44.07	310.15	306.74000	306.76000	310.15000	312.24000	323.27000		3.02	0.5600
	44.09	310.27	306.87000	306.87000	310.27000	312.40000	323.46000		3.43	0.6600
	44.11	310.40	306.99000	306.99000	310.40000	312.56000	323.66000		3.29	0.4800
	44.13	310.52	307.12000	307.10000	310.52000	312.72000	323.85000		3.24	0.5800
	44.17	310.84	307.37000	307.34000	310.84000	313.04000	324.24000		3.35	0.6900
	44.20	311.09	307.49000	307.51000	311.09000	313.28000	324.53000		3.18	0.6100
	44.22	311.27	307.61000	307.63000	311.27000	313.44000	324.72000		3.31	0.6300
	44.24	311.44	307.74000	307.74000	311.44000	313.60000	324.92000		3.31	0.6200
	44.26	311.61	307.86000	307.86000	311.61000	313.76000	325.11000		3.29	0.5300
	44.28	311.78	308.06000	308.13000	311.78000	313.92000	325.30000		3.13	0.5500
	44.30	311.95	308.25000	308.40000	311.95000	314.08000	325.50000		3.16	0.4700
	44.32	312.12	308.45000	308.67000	312.12000	314.24000	325.69000		3.12	0.6000
	44.34	312.30	308.55000	308.94000	312.30000	314.40000	325.89000		3.13	0.5000
	44.35	312.38	308.64000	309.07000	312.38000	314.48000	325.98000		3.17	0.6400
	44.37	312.55	308.84000	309.34000	312.55000	314.64000	326.11000		3.15	0.6500
	44.39	312.72	309.03000	309.61000	312.72000	314.80000	326.24000		3.16	0.5900
	44.41	312.90	309.23000	309.88000	312.90000	314.97000	326.36000		3.00	0.5400
	44.44	313.15	309.47000	310.29000	313.15000	315.21000	326.56000		2.96	0.4600
	44.45	313.24	309.55000	310.42000	313.24000	315.29000	326.62000		3.19	0.6800
	44.45	313.24	309.63000	310.42000	313.24000	315.29000	326.62000		2.86	0.5400
	44.49	313.58	309.96000	310.96000	313.58000	315.61000	326.87000		2.74	0.4500
	44.52	313.84	310.28000	311.37000	313.84000	315.85000	327.06000		2.94	0.2500
	44.54	314.01	310.44000	311.64000	314.01000	316.01000	327.19000		2.79	0.3900
	44.58	314.35	310.76000	312.18000	314.35000	316.33000	327.45000		3.22	0.5800
	44.61	314.61	311.09000	312.58000	314.61000	316.57000	327.64000		3.08	0.3200
	44.65	314.95	311.41000	313.12000	314.95000	316.89000	327.89000		3.01	0.3900
	44.67	315.13	311.57000	313.39000	315.13000	317.05000	328.02000		2.81	0.2300
	44.72	315.56	312.05000	314.06000	315.56000	317.45000	328.34000		3.05	0.5800
	44.74	315.73	312.22000	314.33000	315.73000	317.61000	328.47000		2.89	0.6100
	44.75	315.81	312.38000	314.47000	315.81000	317.69000	328.53000		3.08	0.5300
	44.77	315.98	312.54000	314.74000	315.98000	317.85000	328.66000		2.67	0.4300
	44.79	316.16	312.70000	315.01000	316.16000	318.01000	328.78000		2.93	0.5600
	45.01	318.04	314.68000	317.98000	318.04000	319.78000	330.18000		3.02	0.6200
	45.02	318.13	314.82000	318.11000	318.13000	319.86000	330.25000		2.93	0.2100
	45.05	318.39	315.09000	318.52000	318.39000	320.16000	330.44000		3.25	0.3100
	45.07	318.56	315.26000	318.79000	318.56000	320.37000	330.57000		3.04	0.2000
	45.13	319.07	315.84000	319.60000	319.07000	321.02000	330.95000		3.15	0.5800
	45.15	319.24	315.96000	319.87000	319.24000	321.23000	331.08000		3.37	0.7800
	45.16	319.33	316.09000	320.00000	319.33000	321.34000	331.14000		3.39	0.7200
	45.18	319.50	316.22000	320.12000	319.50000	321.55000	331.27000		3.08	0.6400
	45.20	319.67	316.47000	320.25000	319.67000	321.77000	331.39000		3.18	0.5900
	45.22	319.84	316.60000	320.37000	319.84000	321.98000	331.52000		3.22	0.5600
	45.23	319.93	316.73000	320.43000	319.93000	322.09000	331.58000		3.25	0.5400
	45.24	320.02	316.85000	320.49000	320.02000	322.20000	331.65000		3.16	0.6900
	45.25	320.10	316.86000	320.56000	320.10000	322.31000	331.71000		3.03	0.6400
	45.26	320.19	316.98000	320.62000	320.19000	322.41000	331.78000		2.73	0.7900
	45.26	320.19	317.02000	320.62000	320.19000	322.41000	331.78000		2.95	0.3500
	45.27	320.27	317.11000	320.68000	320.27000	322.52000	331.84000		3.20	0.7100
	45.28	320.36	317.18000	320.74000	320.36000	322.63000	331.90000		3.18	0.6100
	45.29	320.45	317.23000	320.80000	320.45000	322.74000	331.97000		3.07	0.5500
	45.31	320.62	317.49000	320.93000	320.62000	322.95000	332.09000		2.99	0.4000
	45.33	320.79	317.61000	321.05000	320.79000	323.17000	332.22000		3.27	0.4700
	45.34	320.87	317.74000	321.11000	320.87000	323.28000	332.28000		3.05	0.7400
	45.37	321.13	318.00000	321.30000	321.13000	323.60000	332.48000		3.17	0.6400
	45.40	321.39	318.25000	321.48000	321.39000	323.92000	332.67000		3.12	0.6700
	45.44	321.73	318.63000	321.73000	321.73000	324.35000	332.92000		2.92	0.8500
	45.47	321.99	318.88000	321.91000	321.99000	324.67000	333.11000		2.90	0.8100
	45.48	322.07	319.01000	321.98000	322.07000	324.78000	333.18000		2.97	0.7300
	45.49	322.16	319.14000	322.04000	322.16000	324.89000	333.24000		3.08	0.7400
	45.51	322.33	319.26000	322.16000	322.33000	325.10000	333.37000		2.84	0.5700
	45.52	322.42	319.39000	322.22000	322.42000	325.21000	333.43000		2.97	0.5300
	45.56	322.76	319.77000	322.47000	322.76000	325.64000	333.69000		2.92	0.7300
	45.58	322.93	319.90000	322.59000	322.93000	325.86000	333.81000		2.95	0.7900
	45.59	323.02	320.03000	322.65000	323.02000	325.97000	333.88000		2.91	0.8500
	45.66	323.62	320.66000	323.09000	323.62000	326.72000	334.18000		2.72	0.5400
	45.68	323.79	320.79000	323.21000	323.79000	326.93000	334.24000		2.74	0.7200
	45.69	323.88	320.92000	323.27000	323.88000	327.04000	334.28000		2.82	0.8400
	45.73	324.22	321.30000	323.52000	324.22000	327.47000	334.41000		2.62	0.5700
	45.75	324.39	321.42000	323.64000	324.39000	327.69000	334.48000		2.57	0.4900
	45.76	324.48	321.55000	323.70000	324.48000	327.79000	334.52000		2.64	0.6600
	45.76	324.48	321.51000	323.70000	324.48000	327.79000	334.52000		2.70	0.6600
	45.77	324.56	321.68000	323.77000	324.56000	327.90000	334.55000		2.77	0.8900
	45.80	324.82	321.93000	323.95000	324.82000	328.23000	334.65000		2.60	0.7700
	45.81	324.91	322.06000	324.01000	324.91000	328.33000	334.69000		2.83	0.7000
	45.82	324.99	322.14000	324.07000	324.99000	328.44000	334.72000		2.72	0.6300
	45.83	325.08	322.18000	324.14000	325.08000	328.55000	334.75000		2.77	0.7900
	45.88	325.51	322.69000	324.44000	325.51000	329.09000	334.92000		2.64	0.5300
	45.89	325.59	322.77000	324.51000	325.59000	329.19000	334.96000		2.72	0.7700
	45.90	325.68	322.82000	324.57000	325.68000	329.30000	334.99000		2.71	0.6800
	45.93	325.94	323.07000	324.75000	325.94000	329.62000	335.09000		2.74	0.7900
	45.94	326.02	323.19000	324.81000	326.02000	329.73000	335.13000		2.82	0.6000
	45.95	326.11	323.33000	324.88000	326.11000	329.84000	335.16000		2.73	0.5700
	45.96	326.19	323.40000	324.94000	326.19000	329.95000	335.20000		2.81	0.3600
	45.98	326.36	323.58000	325.06000	326.36000	330.16000	335.26000		2.76	0.6900
	46.00	326.54	323.72000	325.19000	326.54000	330.38000	335.33000		2.50	0.6700
	46.01	326.62	323.82000	325.25000	326.62000	330.48000	335.36000		2.42	0.8700
	46.02	326.71	323.96000	325.31000	326.71000	330.59000	335.40000		2.68	0.7300
	46.03	326.79	324.03000	325.37000	326.79000	330.70000	335.43000		2.50	0.7900
	46.07	327.14	324.41000	325.62000	327.14000	331.13000	335.57000		2.69	0.7500
	46.08	327.22	324.45000	325.68000	327.22000	331.24000	335.60000		2.69	0.8000
	46.10	327.39	324.66000	325.80000	327.39000	331.45000	335.67000		2.60	0.7000
	46.10	327.39	324.67000	325.80000	327.39000	331.45000	335.67000		2.68	0.5200
	46.12	327.57	324.86000	325.93000	327.57000	331.67000	335.74000		2.65	0.6900
	46.13	327.65	324.93000	325.99000	327.65000	331.78000	335.77000		2.50	0.6700
	46.14	327.74	325.05000	326.05000	327.74000	331.88000	335.81000		2.53	0.7400
	46.15	327.82	325.12000	326.11000	327.82000	331.99000	335.84000		2.71	0.7300
	46.18	328.08	325.44000	326.30000	328.08000	332.31000	335.94000		2.61	0.6200
	46.21	328.34	325.63000	326.48000	328.34000	332.64000	336.04000		2.56	0.6100
	46.23	328.51	325.83000	326.60000	328.51000	332.85000	336.11000		2.67	0.7600
	46.25	328.68	326.02000	326.73000	328.68000	333.07000	336.18000		2.64	0.6100
	46.29	329.02	326.41000	326.98000	329.02000	333.48000	336.32000		2.61	0.6100
	46.31	329.19	326.60000	327.10000	329.19000	333.65000	336.38000		2.63	0.6200
	46.33	329.37	326.80000	327.22000	329.37000	333.82000	336.45000		2.63	0.5900
	46.35	329.54	326.99000	327.35000	329.54000	334.00000	336.52000		2.62	0.6600
	46.38	329.80	327.19000	327.53000	329.80000	334.26000	336.62000		2.64	0.6500
	46.42	330.14	327.57000	327.78000	330.14000	334.60000	336.76000		2.66	0.5300
	46.43	330.22	327.67000	327.84000	330.22000	334.69000	336.79000		2.49	0.5700
	46.46	330.48	328.10000	328.02000	330.48000	334.95000	336.89000		2.80	0.5700
	46.48	330.65	328.43000	328.15000	330.65000	335.12000	336.96000		2.68	0.5100
	46.50	330.82	328.77000	328.27000	330.82000	335.29000	337.03000		2.44	0.2900
	46.52	331.00	329.10000	328.40000	331.00000	335.47000	337.10000		2.49	0.4500
	46.55	331.25	329.43000	328.58000	331.25000	335.73000	337.20000		2.58	0.4600
	46.57	331.43	329.77000	328.70000	331.43000	335.90000	337.27000		2.77	0.4300
	46.59	331.60	330.10000	328.83000	331.60000	336.07000	337.33000		2.57	0.4800
	46.61	331.77	330.43000	328.95000	331.77000	336.25000	337.40000		2.68	0.5400
	46.63	331.94	330.77000	329.07000	331.94000	336.42000	337.47000		2.48	0.2200
	46.65	332.22	331.10000	329.20000	332.22000	336.59000	337.54000		2.47	0.2400
	46.67	332.49	331.43000	329.32000	332.49000	336.80000	337.61000		2.30	0.2200
	46.69	332.77	331.77000	329.44000	332.77000	337.04000	337.67000		2.53	0.5300
	46.72	333.19	332.10000	329.63000	333.19000	337.40000	337.77000		2.54	0.0000
	46.74	333.46	332.43000	329.75000	333.46000	337.65000	337.84000		2.64	0.4600
	46.76	333.74	332.77000	329.88000	333.74000	337.89000	337.91000		2.51	-0.0200
	46.78	334.02	333.10000	330.00000	334.02000	338.13000	337.98000		2.75	-0.3100
	46.80	334.30	333.43000	330.42000	334.30000	338.37000	338.05000		2.60	-0.2400
	46.84	334.85	334.10000	331.25000	334.85000	338.59000	338.18000		2.75	-0.2400
	46.85	334.99	334.27000	331.46000	334.99000	338.64000	338.22000		2.52	-0.1500
	46.86	335.13	334.43000	331.67000	335.13000	338.70000	338.25000		2.70	-0.1800
	46.89	335.54	334.77000	332.29000	335.54000	338.86000	338.35000		2.57	-0.2100
	46.91	335.82	335.10000	332.71000	335.82000	338.97000	338.42000		2.68	-0.1500
	46.95	336.38	335.77000	333.54000	336.38000	339.18000	338.56000		2.77	-0.3100
	46.97	336.65	336.10000	333.96000	336.65000	339.29000	338.62000		2.87	-0.4100
	46.99	336.93	336.43000	334.38000	336.93000	339.40000	338.69000		2.75	-0.4500
	47.01	337.21	336.76000	334.79000	337.21000	339.51000	338.76000		2.72	-0.3400
	47.03	337.48	337.10000	335.23000	337.48000	339.62000	338.83000		2.85	-0.3300
	47.06	337.90	337.43000	335.92000	337.90000	339.78000	338.93000		2.87	-0.2800
	47.10	338.45	338.10000	336.83000	338.45000	340.00000	339.06000		3.92	-0.2500
	47.12	338.73	338.43000	337.29000	338.73000	340.10000	339.13000		3.95	-0.1600
	47.14	339.01	338.76000	337.75000	339.01000	340.21000	339.20000		3.75	-0.1000
	47.16	339.29	339.10000	338.20000	339.29000	340.32000	339.27000		3.39	-0.3800
	47.18	339.56	339.43000	338.66000	339.56000	340.43000	339.34000		3.18	-0.4000
	47.20	339.84	339.76000	339.12000	339.84000	340.54000	339.54000		3.58	-0.3900
	47.23	340.26	340.10000	339.81000	340.26000	340.70000	341.52000		3.44	-0.2800
	47.25	340.53	340.43000	340.26000	340.53000	340.81000	342.85000		4.33	-0.2100
	47.29	341.02	341.02000	341.02000	341.02000	341.03000	343.80000		4.45	0.0400
	47.31	341.17	341.17000	341.17000	341.17000	341.17000	343.93000		3.96	-0.0100
	47.33	341.32	341.31000	341.32000	341.32000	341.34000	344.07000		4.25	0.0600
	47.35	341.47	341.45000	341.47000	341.47000	341.51000	344.21000		4.23	0.0300
	47.37	341.62	341.59000	341.62000	341.62000	341.68000	344.35000		4.47	0.3600
	47.39	341.76	341.73000	341.76000	341.76000	341.85000	344.49000		4.22	0.1500
	47.40	341.84	341.87000	341.84000	341.84000	341.93000	344.56000		4.36	-0.0800
	47.42	341.98	342.01000	341.98000	341.98000	342.10000	344.70000		4.20	0.1900
	47.44	342.13	342.15000	342.13000	342.13000	342.27000	344.84000		4.33	0.2900
	47.46	342.28	342.29000	342.28000	342.28000	342.44000	344.98000		4.41	0.1900
	47.48	342.43	342.43000	342.43000	342.43000	342.61000	345.12000		4.38	0.1200
	47.50	342.58	342.57000	342.58000	342.58000	342.79000	345.26000		4.36	0.1600
	47.52	342.72	342.71000	342.72000	342.72000	342.96000	345.40000		4.23	0.1400
	47.54	342.87	342.85000	342.87000	342.87000	343.13000	345.54000		4.41	0.1600
	47.56	343.02	342.99000	343.02000	343.02000	343.30000	345.68000		4.13	0.1000
	47.58	343.17	343.13000	343.17000	343.17000	343.47000	345.82000		4.10	-0.1300
	47.59	343.24	343.27000	343.24000	343.24000	343.55000	345.89000		4.38	0.2400
	47.61	343.39	343.41000	343.39000	343.39000	343.72000	346.02000		4.35	0.3000
	47.63	343.54	343.55000	343.54000	343.54000	343.89000	346.16000		4.08	0.1800
	47.65	343.68	343.69000	343.68000	343.68000	344.06000	346.30000		4.12	0.1200
	47.67	343.83	343.83000	343.83000	343.83000	344.23000	346.44000		4.49	0.2700
	47.69	343.98	343.97000	343.98000	343.98000	344.41000	346.58000		4.34	0.0200
	47.71	344.13	344.11000	344.13000	344.13000	344.58000	346.72000		4.16	0.3800
	47.73	344.28	344.25000	344.28000	344.28000	344.75000	346.86000		4.08	0.1900
	47.75	344.42	344.39000	344.42000	344.42000	344.92000	347.00000		4.26	0.2400
	47.76	344.50	344.54000	344.50000	344.50000	345.00000	347.07000		4.17	0.1800
	47.78	344.65	344.68000	344.65000	344.65000	345.17000	347.21000		4.23	-0.0500
	47.82	344.94	344.96000	344.94000	344.94000	345.51000	347.49000		4.32	0.1600
	47.84	345.09	345.10000	345.09000	345.09000	345.68000	347.63000		4.23	-0.0200
	47.86	345.24	345.25000	345.24000	345.24000	345.85000	347.77000		4.27	0.1600
	47.90	345.53	345.56000	345.53000	345.53000	346.20000	348.05000		4.25	0.3600
	47.95	345.90	345.88000	345.90000	345.90000	346.62000	348.39000		4.14	0.3100
	47.97	346.05	346.03000	346.05000	346.05000	346.79000	348.53000		4.38	0.4300
	47.99	346.20	346.19000	346.20000	346.20000	346.96000	348.67000		4.39	0.3800
	48.01	346.34	346.35000	346.34000	346.34000	347.13000	348.81000		4.32	0.5400
	48.03	346.49	346.51000	346.49000	346.49000	347.30000	348.95000		4.17	0.2600
	48.05	346.64	346.66000	346.64000	346.64000	347.47000	349.09000		4.17	0.3000
	48.07	346.79	346.82000	346.79000	346.79000	347.59000	349.23000		4.15	0.2300
	48.09	346.94	346.98000	346.94000	346.94000	347.66000	349.37000		4.12	0.3100
	48.12	347.16	347.14000	347.16000	347.16000	347.77000	349.58000		4.03	0.2500
	48.14	347.31	347.29000	347.31000	347.31000	347.83000	349.72000		3.89	0.0600
	48.16	347.45	347.45000	347.45000	347.45000	347.90000	349.86000		3.94	0.1000
	48.18	347.60	347.61000	347.60000	347.60000	347.97000	350.00000		4.04	0.3800
	48.22	347.90	347.92000	347.90000	347.90000	348.11000	350.28000		3.79	0.0700
	48.27	348.27	348.24000	348.27000	348.27000	348.28000	350.62000		3.88	0.0400
	48.29	348.41	348.40000	348.41000	348.41000	348.35000	350.76000		3.82	0.0000
	48.35	348.86	348.87000	348.86000	348.86000	348.55000	351.18000		4.09	0.1900
	48.37	349.01	349.03000	349.01000	349.01000	348.62000	351.32000		3.84	-0.2900
	48.44	349.52	349.50000	349.52000	349.52000	348.86000	351.81000		3.99	-0.1100
	48.46	349.67	349.66000	349.67000	349.67000	348.93000	351.95000		3.93	-0.1000
	48.48	349.82	349.81000	349.82000	349.82000	349.00000	352.09000		3.74	-0.1100
	48.50	349.97	349.97000	349.97000	349.97000	349.07000	352.23000		3.82	-0.1400
	48.52	350.11	350.13000	350.11000	350.11000	349.13000	352.37000		3.64	-0.0900
	48.56	350.41	350.44000	350.41000	350.41000	349.27000	352.64000		3.87	-0.0300
	48.58	350.56	350.60000	350.56000	350.56000	349.34000	352.78000		4.00	-0.2100
	48.61	350.78	350.76000	350.78000	350.78000	349.44000	352.99000		3.63	-0.3000
	48.67	351.22	351.23000	351.22000	351.22000	349.65000	353.41000		3.70	-0.0600
	48.69	351.37	351.39000	351.37000	351.37000	349.72000	353.55000		3.80	-0.1000
	48.84	352.48	352.49000	352.48000	352.48000	350.23000	354.60000		3.88	-0.1700
	48.93	353.14	353.12000	353.14000	353.14000	350.54000	355.22000		3.61	-0.3100
	48.95	353.29	353.28000	353.29000	353.29000	350.61000	355.36000		4.00	-0.2300
	48.97	353.44	353.44000	353.44000	353.44000	350.67000	355.50000		4.08	-0.1700
	48.99	353.59	353.59000	353.59000	353.59000	350.74000	355.64000		3.97	-0.2600
	49.01	353.73	353.74000	353.73000	353.73000	350.81000	355.78000		4.31	-0.2200
	49.03	353.88	353.88000	353.88000	353.88000	350.88000	355.92000		4.22	-0.2100
	49.06	354.10	354.15000	354.10000	354.10000	350.98000	356.13000		4.14	-0.1800
	49.08	354.25	354.28000	354.25000	354.25000	351.05000	356.27000		4.20	-0.1300
	49.10	354.40	354.42000	354.40000	354.40000	351.12000	356.41000		4.27	-0.0200
	49.12	354.55	354.55000	354.55000	354.55000	351.19000	356.55000		4.17	-0.0600
	49.14	354.70	354.69000	354.70000	354.70000	351.26000	356.69000		4.16	-0.0500
	49.16	354.84	354.82000	354.84000	354.84000	351.33000	356.82000		4.11	-0.0700
	49.17	354.92	354.96000	354.92000	354.92000	351.36000	356.89000		4.31	0.0500
	49.19	355.07	355.09000	355.07000	355.07000	351.43000	357.03000		4.22	-0.0600
	49.23	355.36	355.36000	355.36000	355.36000	351.56000	357.31000		4.26	-0.0500
	49.25	355.51	355.50000	355.51000	355.51000	351.63000	357.45000		4.05	-0.1000
	49.26	355.58	355.63000	355.58000	355.58000	351.67000	357.52000		4.05	0.1000
	49.28	355.73	355.77000	355.73000	355.73000	351.74000	357.66000		4.11	0.0600
	49.30	355.88	355.90000	355.88000	355.88000	351.80000	357.80000		4.05	0.0000
	49.32	356.03	356.04000	356.03000	356.03000	351.87000	357.94000		4.07	-0.0400
	49.34	356.17	356.17000	356.17000	356.17000	351.94000	358.08000		4.15	0.0600
	49.37	356.40	356.44000	356.40000	356.40000	352.04000	358.29000		4.17	-0.1700
	49.39	356.54	356.58000	356.54000	356.54000	352.11000	358.43000		4.24	0.1000
	49.41	356.69	356.71000	356.69000	356.69000	352.18000	358.57000		4.04	-0.0300
	49.45	356.99	356.98000	356.99000	356.99000	352.32000	358.85000		4.06	0.0200
	49.47	357.13	357.18000	357.13000	357.13000	352.39000	358.98000		3.98	-0.0200
	49.48	357.21	357.25000	357.21000	357.21000	352.42000	359.05000		4.03	0.0300
	49.52	357.50	357.52000	357.50000	357.50000	352.56000	359.33000		3.71	0.1500
