/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for sediment core MD01-2444. PANGAEA, https://doi.org/10.1594/PANGAEA.951398, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	LATITUDE: 37.565000 * LONGITUDE: -10.134000
	MINIMUM DEPTH, sediment/rock: 0.180 m * MAXIMUM DEPTH, sediment/rock: 26.907 m
Event(s):	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31782 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
4.945	3.80	21.95	21.73500	23.46900	21.95900	19.88100	22.73400	21.99300	25.934	0.27616
4.947	3.80	21.95	21.74200	23.47600	21.96800	19.88600	22.74100	21.99900	26.084	0.24863
4.950	3.80	21.96	21.74800	23.48300	21.97500	19.89100	22.74900	22.00500	28.516	0.26150
4.952	3.81	21.97	21.75400	23.48900	21.98300	19.89500	22.75600	22.01100	27.661	0.25976
4.955	3.81	21.97	21.76000	23.49600	21.99100	19.90000	22.76300	22.01700	29.026	0.24151
4.957	3.81	21.98	21.76700	23.50200	21.99900	19.90500	22.77100	22.02400	29.894	0.25058
4.960	3.81	21.98	21.77300	23.50900	22.00700	19.91000	22.77800	22.03000	28.229	0.25905
4.963	3.81	21.99	21.77900	23.51500	22.01500	19.91400	22.78600	22.03600	28.186	0.25805
4.965	3.81	21.99	21.78600	23.52200	22.02300	19.91900	22.79300	22.04200	28.012	0.26413
4.968	3.81	22.00	21.79200	23.52900	22.03100	19.92400	22.80100	22.04800	27.026	0.27314
4.970	3.82	22.00	21.79800	23.53500	22.03800	19.92800	22.80800	22.05400	25.993	0.26767
4.973	3.82	22.01	21.80400	23.54200	22.04700	19.93300	22.81600	22.06000	26.258	0.26421
4.975	3.82	22.02	21.81000	23.54800	22.05400	19.93800	22.82300	22.06700	26.120	0.26716
4.978	3.82	22.02	21.81700	23.55500	22.06300	19.94200	22.83000	22.07300	27.067	0.27704
4.980	3.82	22.03	21.82300	23.56100	22.07000	19.94700	22.83800	22.07900	25.656	0.27269
4.982	3.82	22.03	21.82900	23.56800	22.07800	19.95200	22.84500	22.08500	25.458	0.27139
4.985	3.83	22.04	21.83500	23.57500	22.08600	19.95600	22.85300	22.09100	26.522	0.26361
4.987	3.83	22.04	21.84100	23.58100	22.09400	19.96100	22.86000	22.09800	26.382	0.28396
4.990	3.83	22.05	21.84800	23.58800	22.10200	19.96600	22.86800	22.10400	26.380	0.29882
4.992	3.83	22.05	21.85400	23.59400	22.11000	19.97000	22.87500	22.11000	25.193	0.28642
4.995	3.83	22.06	21.86000	23.60000	22.11700	19.97500	22.88300	22.11600	26.599	0.28562
4.997	3.83	22.07	21.86600	23.60700	22.12600	19.98000	22.89000	22.12200	25.691	0.26262
5.000	3.83	22.07	21.87300	23.61400	22.13300	19.98400	22.89700	22.12800	27.551	0.27987
5.003	3.84	22.08	21.87900	23.62000	22.14200	19.98900	22.90500	22.13500	26.293	0.27431
5.005	3.84	22.08	21.88500	23.62700	22.14900	19.99400	22.91200	22.14100	26.911	0.27110
5.008	3.84	22.09	21.89200	23.63400	22.15800	19.99800	22.92000	22.14700	27.986	0.27895
5.010	3.84	22.09	21.89800	23.64000	22.16500	20.00300	22.92700	22.15300	25.040	0.29177
5.013	3.84	22.10	21.90400	23.64600	22.17300	20.00800	22.93500	22.15900	25.811	0.29822
5.015	3.84	22.11	21.91000	23.65300	22.18100	20.01200	22.94200	22.16500	25.931	0.26608
5.018	3.85	22.11	21.91600	23.66000	22.18900	20.01700	22.95000	22.17100	27.224	0.27717
5.020	3.85	22.12	21.92300	23.66600	22.19700	20.02200	22.95700	22.17800	28.460	0.24715
5.022	3.85	22.12	21.92900	23.67300	22.20500	20.02700	22.96400	22.18400	27.665	0.26551
5.025	3.85	22.13	21.93500	23.67900	22.21300	20.03100	22.97200	22.19000	28.526	0.25069
5.027	3.85	22.13	21.94100	23.68600	22.22100	20.03600	22.97900	22.19600	28.218	0.24884
5.030	3.85	22.14	21.94700	23.69200	22.22800	20.04100	22.98700	22.20200	27.416	0.24912
5.032	3.85	22.14	21.95400	23.69900	22.23700	20.04500	22.99400	22.20800	27.966	0.27168
5.035	3.86	22.15	21.96000	23.70600	22.24400	20.05000	23.00200	22.21500	27.392	0.25186
5.037	3.86	22.15	21.96600	23.71200	22.25200	20.05500	23.00900	22.22100	27.254	0.27135
5.040	3.86	22.16	21.97200	23.71900	22.26000	20.05900	23.01700	22.22700	28.048	0.24520
5.043	3.86	22.16	21.97900	23.72500	22.26800	20.06400	23.02400	22.23300	28.520	0.25281
5.045	3.86	22.17	21.98500	23.73200	22.27600	20.06900	23.03100	22.23900	27.309	0.27525
5.048	3.86	22.18	21.99100	23.73800	22.28400	20.07300	23.03900	22.24600	26.519	0.26631
5.050	3.87	22.18	21.99700	23.74500	22.29200	20.07800	23.04600	22.25200	26.013	0.26317
5.053	3.87	22.19	22.00400	23.75100	22.30000	20.08300	23.05400	22.25800	25.421	0.30700
5.055	3.87	22.19	22.01000	23.75800	22.30800	20.08700	23.06100	22.26400	23.188	0.33571
5.058	3.87	22.20	22.01600	23.76500	22.31600	20.09200	23.06900	22.27000	24.406	0.31500
5.060	3.87	22.20	22.02200	23.77100	22.32300	20.09700	23.07600	22.27600	26.472	0.28621
5.062	3.87	22.21	22.02900	23.77800	22.33200	20.10100	23.08400	22.28300	26.869	0.28375
5.065	3.87	22.22	22.03500	23.78400	22.33900	20.10600	23.09100	22.28900	26.944	0.28532
5.067	3.88	22.22	22.04100	23.79100	22.34700	20.11100	23.09800	22.29500	27.036	0.27837
5.070	3.88	22.23	22.04700	23.79700	22.35500	20.11500	23.10600	22.30100	26.454	0.27794
5.072	3.88	22.23	22.05300	23.80400	22.36300	20.12000	23.11300	22.30700	25.743	0.27910
5.075	3.88	22.24	22.06000	23.81100	22.37100	20.12500	23.12100	22.31300	26.780	0.26971
5.077	3.88	22.24	22.06600	23.81700	22.37900	20.12900	23.12800	22.31900	27.249	0.27580
5.080	3.88	22.25	22.07200	23.82300	22.38700	20.13400	23.13600	22.32600	27.167	0.25680
5.082	3.89	22.25	22.07900	23.83000	22.39500	20.13900	23.14300	22.33200	28.084	0.25951
5.085	3.89	22.26	22.08500	23.83700	22.40300	20.14400	23.15100	22.33800	28.560	0.26758
5.088	3.89	22.27	22.09100	23.84300	22.41100	20.14800	23.15800	22.34400	28.899	0.24132
5.090	3.89	22.27	22.09700	23.85000	22.41800	20.15300	23.16500	22.35000	27.748	0.25417
5.093	3.89	22.28	22.10400	23.85700	22.42800	20.15800	23.17300	22.35700	26.622	0.26278
5.095	3.89	22.28	22.11200	23.86500	22.43700	20.16200	23.18000	22.36300	24.953	0.27113
5.098	3.90	22.29	22.11900	23.87200	22.44600	20.16700	23.18800	22.36900	23.041	0.32614
5.100	3.90	22.30	22.12600	23.88000	22.45500	20.17200	23.19500	22.37500	22.267	0.35445
5.103	3.90	22.30	22.13300	23.88800	22.46400	20.17600	23.20300	22.38100	22.182	0.31900
5.105	3.90	22.31	22.14000	23.89500	22.47300	20.18100	23.21000	22.38700	22.245	0.32573
5.107	3.90	22.32	22.14800	23.90300	22.48300	20.18600	23.21800	22.39400	23.664	0.33719
5.110	3.90	22.32	22.15500	23.91000	22.49100	20.19000	23.22500	22.40000	24.296	0.31292
5.112	3.91	22.33	22.16200	23.91800	22.50100	20.19500	23.23200	22.40600	24.742	0.29859
5.115	3.91	22.34	22.16900	23.92500	22.51000	20.20000	23.24000	22.41200	24.624	0.30941
5.117	3.91	22.34	22.17600	23.93300	22.51900	20.20400	23.24700	22.41800	23.808	0.31081
5.120	3.91	22.35	22.18300	23.94000	22.52800	20.20900	23.25500	22.42400	23.564	0.32130
5.122	3.91	22.35	22.19100	23.94800	22.53700	20.21400	23.26200	22.43100	24.134	0.32275
5.125	3.91	22.36	22.19800	23.95600	22.54600	20.21800	23.27000	22.43700	22.927	0.30326
5.128	3.92	22.37	22.20500	23.96300	22.55600	20.22300	23.27700	22.44300	23.056	0.33426
5.130	3.92	22.37	22.21200	23.97100	22.56500	20.22800	23.28500	22.44900	23.678	0.30825
5.133	3.92	22.38	22.21900	23.97800	22.57400	20.23200	23.29200	22.45500	23.611	0.30296
5.135	3.92	22.39	22.22700	23.98600	22.58300	20.23700	23.29900	22.46100	22.827	0.30472
5.138	3.92	22.39	22.23400	23.99300	22.59200	20.24200	23.30700	22.46800	21.868	0.30822
5.140	3.93	22.40	22.24100	24.00100	22.60100	20.24700	23.31400	22.47400	22.163	0.33090
5.143	3.93	22.41	22.24800	24.00900	22.61100	20.25100	23.32200	22.48000	23.995	0.28995
5.145	3.93	22.41	22.25500	24.01600	22.61900	20.25600	23.32900	22.48600	26.339	0.26236
5.147	3.93	22.42	22.26300	24.02400	22.62900	20.26100	23.33700	22.49200	26.508	0.27332
5.150	3.93	22.43	22.27000	24.03100	22.63800	20.26500	23.34400	22.49800	25.851	0.27490
5.152	3.93	22.43	22.27700	24.03900	22.64700	20.27000	23.35200	22.50500	23.039	0.30785
5.155	3.94	22.44	22.28400	24.04700	22.65600	20.27500	23.35900	22.51100	22.915	0.31665
5.157	3.94	22.44	22.29100	24.05400	22.66500	20.27900	23.36600	22.51700	23.257	0.31608
5.160	3.94	22.45	22.29900	24.06200	22.67400	20.28400	23.37400	22.52300	23.184	0.30643
5.162	3.94	22.46	22.30600	24.06900	22.68400	20.28900	23.38100	22.52900	23.993	0.28983
5.165	3.94	22.46	22.31300	24.07700	22.69300	20.29300	23.38900	22.53500	25.231	0.27276
5.168	3.95	22.47	22.32000	24.08400	22.70200	20.29800	23.39600	22.54200	24.634	0.28788
5.170	3.95	22.48	22.32700	24.09200	22.71100	20.30300	23.40400	22.54800	25.591	0.28362
5.173	3.95	22.48	22.33500	24.09900	22.72000	20.30700	23.41100	22.55400	24.787	0.29720
5.175	3.95	22.49	22.34200	24.10700	22.72900	20.31200	23.41900	22.56000	24.900	0.30400
5.178	3.95	22.50	22.34900	24.11500	22.73900	20.31700	23.42600	22.56600	24.389	0.30654
5.180	3.95	22.50	22.35600	24.12200	22.74700	20.32100	23.43300	22.57200	24.763	0.29066
5.183	3.96	22.51	22.36300	24.13000	22.75600	20.32600	23.44100	22.57900	24.383	0.29473
5.185	3.96	22.52	22.37100	24.13700	22.76600	20.33100	23.44800	22.58500	23.568	0.32643
5.188	3.96	22.52	22.37800	24.14500	22.77500	20.33500	23.45600	22.59100	22.681	0.30639
5.190	3.96	22.53	22.38500	24.15300	22.78400	20.34000	23.46300	22.59700	20.944	0.33434
5.192	3.96	22.53	22.39200	24.16000	22.79300	20.34500	23.47100	22.60300	23.141	0.30390
5.195	3.96	22.54	22.39900	24.16700	22.80200	20.34900	23.47800	22.60900	25.511	0.29336
5.197	3.97	22.55	22.40700	24.17500	22.81100	20.35400	23.48600	22.61600	27.248	0.27157
5.200	3.97	22.55	22.41400	24.18300	22.82100	20.35900	23.49300	22.62200	26.659	0.26283
5.202	3.97	22.56	22.42100	24.19000	22.82900	20.36400	23.50000	22.62800	25.932	0.27314
5.205	3.97	22.57	22.42800	24.19800	22.83900	20.36800	23.50800	22.63400	24.049	0.30140
5.207	3.97	22.57	22.43500	24.20500	22.84800	20.37300	23.51500	22.64000	22.374	0.31471
5.210	3.98	22.58	22.44300	24.21300	22.85700	20.37800	23.52300	22.64600	22.223	0.33134
5.213	3.98	22.59	22.45000	24.22100	22.86600	20.38200	23.53000	22.65300	22.556	0.31148
5.215	3.98	22.59	22.45700	24.22800	22.87500	20.38700	23.53800	22.65900	21.814	0.31345
5.218	3.98	22.60	22.46400	24.23500	22.88400	20.39200	23.54500	22.66500	21.341	0.31070
5.220	3.98	22.61	22.47100	24.24300	22.89400	20.39600	23.55300	22.67100	22.479	0.30872
5.223	3.98	22.61	22.47900	24.25100	22.90300	20.40100	23.56000	22.67700	22.750	0.31964
5.225	3.99	22.62	22.48600	24.25800	22.91200	20.40600	23.56700	22.68300	23.033	0.28793
5.228	3.99	22.62	22.49300	24.26600	22.92100	20.41000	23.57500	22.69000	22.848	0.32705
5.230	3.99	22.63	22.50000	24.27300	22.93000	20.41500	23.58200	22.69600	22.985	0.29982
5.232	3.99	22.64	22.50700	24.28100	22.93900	20.42000	23.59000	22.70200	23.105	0.30336
5.235	3.99	22.64	22.51500	24.28900	22.94900	20.42400	23.59700	22.70800	23.481	0.29913
5.237	4.00	22.65	22.52200	24.29600	22.95800	20.42900	23.60500	22.71400	22.804	0.29653
5.240	4.00	22.66	22.52900	24.30400	22.96700	20.43400	23.61200	22.72000	22.349	0.31501
5.242	4.00	22.66	22.53600	24.31100	22.97600	20.43800	23.62000	22.72600	22.444	0.29722
5.245	4.00	22.67	22.54300	24.31900	22.98500	20.44300	23.62700	22.73300	22.945	0.30153
5.247	4.00	22.68	22.55100	24.32700	22.99400	20.44800	23.63400	22.73900	24.336	0.28501
5.250	4.00	22.68	22.55800	24.33400	23.00300	20.45200	23.64200	22.74500	25.151	0.29187
5.253	4.01	22.69	22.56500	24.34100	23.01200	20.45700	23.64900	22.75100	24.332	0.28616
5.255	4.01	22.69	22.57200	24.34900	23.02200	20.46200	23.65700	22.75700	25.307	0.28148
5.258	4.01	22.70	22.58000	24.35700	23.03100	20.46600	23.66400	22.76400	25.217	0.28319
5.260	4.01	22.71	22.58700	24.36400	23.04000	20.47100	23.67200	22.77000	26.006	0.27420
5.263	4.01	22.71	22.59400	24.37200	23.04900	20.47600	23.67900	22.77600	25.980	0.27836
5.265	4.01	22.72	22.60100	24.37900	23.05800	20.48100	23.68700	22.78200	24.985	0.28394
5.268	4.02	22.73	22.60800	24.38700	23.06700	20.48500	23.69400	22.78800	25.506	0.28796
5.270	4.02	22.73	22.61600	24.39500	23.07700	20.49000	23.70100	22.79400	25.573	0.28691
5.272	4.02	22.74	22.62300	24.40200	23.08600	20.49500	23.70900	22.80100	24.622	0.27316
5.275	4.02	22.75	22.63000	24.40900	23.09400	20.49900	23.71600	22.80700	24.021	0.28702
5.277	4.02	22.75	22.63700	24.41700	23.10400	20.50400	23.72400	22.81300	24.821	0.27810
5.280	4.03	22.76	22.64400	24.42500	23.11300	20.50900	23.73100	22.81900	24.751	0.27808
5.282	4.03	22.77	22.65200	24.43200	23.12200	20.51300	23.73900	22.82500	24.420	0.29654
5.285	4.03	22.77	22.65800	24.44000	23.13100	20.51800	23.74600	22.83100	24.277	0.30673
5.287	4.03	22.78	22.66600	24.44700	23.14000	20.52300	23.75400	22.83700	24.406	0.30074
5.290	4.03	22.78	22.67300	24.45500	23.14900	20.52700	23.76100	22.84400	22.460	0.30827
5.293	4.03	22.79	22.68000	24.46300	23.15900	20.53200	23.76800	22.85000	22.735	0.31780
5.295	4.04	22.80	22.68800	24.47000	23.16800	20.53700	23.77600	22.85600	22.810	0.32528
5.298	4.04	22.80	22.69400	24.47800	23.17700	20.54100	23.78300	22.86200	23.125	0.30253
5.300	4.04	22.81	22.70200	24.48500	23.18600	20.54600	23.79100	22.86800	23.695	0.31765
5.303	4.04	22.82	22.70900	24.49300	23.19500	20.55100	23.79800	22.87500	23.173	0.32520
5.305	4.04	22.82	22.71600	24.50000	23.20400	20.55500	23.80600	22.88100	22.935	0.31698
5.308	4.04	22.83	22.72400	24.50800	23.21400	20.56000	23.81300	22.88700	23.521	0.29518
5.310	4.05	22.84	22.73000	24.51500	23.22200	20.56500	23.82100	22.89300	23.950	0.31408
5.312	4.05	22.84	22.73800	24.52300	23.23200	20.56900	23.82800	22.89900	24.259	0.32319
5.315	4.05	22.85	22.74500	24.53100	23.24100	20.57400	23.83500	22.90500	23.651	0.31028
5.317	4.05	22.86	22.75200	24.53800	23.25000	20.57900	23.84300	22.91200	24.085	0.31663
5.320	4.05	22.86	22.76000	24.54600	23.25900	20.58300	23.85000	22.91800	23.751	0.29416
5.322	4.06	22.87	22.76600	24.55300	23.26800	20.58800	23.85800	22.92400	24.990	0.28078
5.325	4.06	22.87	22.77400	24.56100	23.27700	20.59300	23.86500	22.93000	24.408	0.28653
5.327	4.06	22.88	22.78100	24.56900	23.28700	20.59800	23.87300	22.93600	25.190	0.29435
5.330	4.06	22.89	22.78800	24.57600	23.29600	20.60200	23.88000	22.94200	24.915	0.28019
5.332	4.06	22.89	22.79500	24.58300	23.30500	20.60700	23.88800	22.94800	25.318	0.29103
5.335	4.06	22.90	22.80200	24.59100	23.31400	20.61200	23.89500	22.95500	24.422	0.29803
5.338	4.07	22.91	22.81000	24.59900	23.32300	20.61600	23.90200	22.96100	23.443	0.30211
5.340	4.07	22.91	22.81700	24.60600	23.33200	20.62100	23.91000	22.96700	23.872	0.29959
5.343	4.07	22.92	22.82400	24.61400	23.34200	20.62600	23.91700	22.97300	23.968	0.29683
5.345	4.07	22.93	22.83100	24.62100	23.35000	20.63000	23.92500	22.97900	24.214	0.29642
5.348	4.07	22.93	22.83800	24.62900	23.36000	20.63500	23.93200	22.98600	23.617	0.30515
5.350	4.08	22.94	22.84600	24.63700	23.36900	20.64000	23.94000	22.99200	23.648	0.29835
5.353	4.08	22.95	22.85300	24.64400	23.37800	20.64400	23.94700	22.99800	22.860	0.30795
5.355	4.08	22.95	22.86000	24.65200	23.38700	20.64900	23.95500	23.00400	23.873	0.29130
5.357	4.08	22.96	22.86700	24.65900	23.39600	20.65400	23.96200	23.01000	24.203	0.31356
5.360	4.08	22.96	22.87500	24.66700	23.40500	20.65800	23.96900	23.01600	23.338	0.29840
5.362	4.08	22.97	22.88200	24.67400	23.41400	20.66300	23.97700	23.02300	23.381	0.28556
5.365	4.09	22.98	22.88900	24.68200	23.42400	20.66800	23.98400	23.02900	24.092	0.29214
5.367	4.09	22.98	22.89600	24.69000	23.43300	20.67200	23.99200	23.03500	23.897	0.28504
5.370	4.09	22.99	22.90300	24.69700	23.44200	20.67700	23.99900	23.04100	25.102	0.28608
5.372	4.09	23.00	22.91100	24.70500	23.45100	20.68200	24.00700	23.04700	24.568	0.28413
5.375	4.09	23.00	22.91800	24.71200	23.46000	20.68600	24.01400	23.05300	24.207	0.29036
5.378	4.09	23.01	22.92500	24.72000	23.46900	20.69100	24.02200	23.06000	25.167	0.29073
5.380	4.10	23.02	22.93200	24.72700	23.47800	20.69600	24.02900	23.06600	24.956	0.29280
5.383	4.10	23.02	22.93900	24.73500	23.48700	20.70100	24.03600	23.07200	25.200	0.28665
5.385	4.10	23.03	22.94700	24.74200	23.49700	20.70500	24.04400	23.07800	24.678	0.29962
5.388	4.10	23.04	22.95400	24.75000	23.50600	20.71000	24.05100	23.08400	24.905	0.29031
5.390	4.10	23.04	22.96100	24.75800	23.51500	20.71500	24.05900	23.09000	24.116	0.28590
5.393	4.11	23.05	22.96800	24.76500	23.52400	20.71900	24.06600	23.09700	23.164	0.29959
5.395	4.11	23.05	22.97500	24.77300	23.53300	20.72400	24.07400	23.10300	23.197	0.29532
5.397	4.11	23.06	22.98300	24.78000	23.54200	20.72900	24.08100	23.10900	22.820	0.28631
5.400	4.11	23.07	22.99000	24.78800	23.55200	20.73300	24.08900	23.11500	22.881	0.28853
5.402	4.11	23.07	22.99700	24.79600	23.56100	20.73800	24.09600	23.12100	23.668	0.29048
5.405	4.11	23.08	23.00400	24.80300	23.57000	20.74300	24.10300	23.12700	24.295	0.29648
5.407	4.12	23.09	23.01100	24.81100	23.57900	20.74700	24.11100	23.13300	23.843	0.29212
5.410	4.12	23.09	23.01900	24.81800	23.58800	20.75200	24.11800	23.14000	23.448	0.28780
5.412	4.12	23.10	23.02600	24.82600	23.59700	20.75700	24.12600	23.14600	24.579	0.29509
5.415	4.12	23.11	23.03300	24.83400	23.60700	20.76100	24.13300	23.15200	24.769	0.29405
5.418	4.12	23.11	23.04000	24.84100	23.61500	20.76600	24.14100	23.15800	24.987	0.28317
5.420	4.12	23.12	23.04700	24.84800	23.62500	20.77100	24.14800	23.16400	25.624	0.28376
5.423	4.13	23.12	23.05500	24.85600	23.63400	20.77500	24.15600	23.17100	24.760	0.28379
5.425	4.13	23.13	23.06200	24.86400	23.64300	20.78000	24.16300	23.17700	25.173	0.30181
5.428	4.13	23.14	23.06900	24.87100	23.65200	20.78500	24.17000	23.18300	25.666	0.29180
5.430	4.13	23.14	23.07600	24.87900	23.66100	20.78900	24.17800	23.18900	25.367	0.29119
5.433	4.13	23.15	23.08300	24.88600	23.67000	20.79400	24.18500	23.19500	23.719	0.28241
5.435	4.14	23.16	23.09100	24.89400	23.68000	20.79900	24.19300	23.20100	23.193	0.29362
5.438	4.14	23.16	23.09800	24.90200	23.68900	20.80300	24.20000	23.20800	22.720	0.30220
5.440	4.14	23.17	23.10500	24.90900	23.69800	20.80800	24.20800	23.21400	24.057	0.28072
5.442	4.14	23.18	23.11200	24.91600	23.70700	20.81300	24.21500	23.22000	24.157	0.27175
5.445	4.14	23.18	23.11900	24.92400	23.71600	20.81800	24.22300	23.22600	24.803	0.28169
5.447	4.14	23.19	23.12700	24.93200	23.72500	20.82200	24.23000	23.23200	24.705	0.28165
5.450	4.15	23.20	23.13400	24.93900	23.73500	20.82700	24.23700	23.23800	25.552	0.28535
5.452	4.15	23.20	23.14100	24.94700	23.74300	20.83200	24.24500	23.24500	25.616	0.27249
5.455	4.15	23.21	23.14800	24.95400	23.75200	20.83600	24.25200	23.25100	24.757	0.27461
5.457	4.15	23.21	23.15500	24.96200	23.76200	20.84100	24.26000	23.25700	24.744	0.29059
5.460	4.15	23.22	23.16300	24.97000	23.77100	20.84600	24.26700	23.26300	24.102	0.29250
5.463	4.16	23.23	23.17000	24.97700	23.78000	20.85000	24.27500	23.26900	24.750	0.28711
5.465	4.16	23.23	23.17700	24.98400	23.78900	20.85500	24.28200	23.27500	24.382	0.28114
5.468	4.16	23.24	23.18400	24.99200	23.79800	20.86000	24.29000	23.28200	26.093	0.27845
5.470	4.16	23.25	23.19100	25.00000	23.80700	20.86400	24.29700	23.28800	25.694	0.27651
5.473	4.16	23.25	23.19900	25.00700	23.81700	20.86900	24.30400	23.29400	25.370	0.28027
5.475	4.16	23.26	23.20600	25.01500	23.82500	20.87400	24.31200	23.30000	25.702	0.28204
5.478	4.17	23.27	23.21300	25.02200	23.83500	20.87800	24.31900	23.30600	25.230	0.28544
5.480	4.17	23.27	23.22000	25.03000	23.84400	20.88300	24.32700	23.31200	25.507	0.27753
5.482	4.17	23.28	23.22700	25.03800	23.85300	20.88800	24.33400	23.31900	25.324	0.29057
5.485	4.17	23.29	23.23500	25.04500	23.86200	20.89200	24.34200	23.32500	25.921	0.26794
5.487	4.17	23.29	23.24200	25.05300	23.87100	20.89700	24.34900	23.33100	25.664	0.28108
5.490	4.17	23.30	23.24900	25.06000	23.88000	20.90200	24.35700	23.33700	25.777	0.30462
5.492	4.18	23.30	23.25600	25.06800	23.89000	20.90600	24.36400	23.34300	26.378	0.27741
5.495	4.18	23.31	23.26300	25.07600	23.89900	20.91100	24.37100	23.34900	25.700	0.28380
5.497	4.18	23.32	23.27100	25.08300	23.90800	20.91600	24.37900	23.35600	25.526	0.29102
5.500	4.18	23.32	23.27800	25.09000	23.91700	20.92000	24.38600	23.36200	25.914	0.29342
5.503	4.18	23.33	23.28500	25.09800	23.92600	20.92500	24.39400	23.36800	25.675	0.28787
