/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for the spliced stratigraphic section at IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951383, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.571402 * MEDIAN LONGITUDE: -10.126045 * SOUTH-BOUND LATITUDE: 37.571307 * WEST-BOUND LONGITUDE: -10.126180 * NORTH-BOUND LATITUDE: 37.571490 * EAST-BOUND LONGITUDE: -10.125932
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2589.0 m * MAXIMUM ELEVATION: -2584.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	339-U1385A * LATITUDE: 37.571490 * LONGITUDE: -10.126180 * ELEVATION: -2587.0 m * Recovery: 155.87 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 151.5 m cored; 103 % recovered; 151.5 m penetrated
	339-U1385B * LATITUDE: 37.571487 * LONGITUDE: -10.125935 * ELEVATION: -2587.0 m * Recovery: 150.73 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.3 m cored; 103 % recovered; 146.3 m penetrated
	339-U1385D * LATITUDE: 37.571307 * LONGITUDE: -10.125932 * ELEVATION: -2584.0 m * Recovery: 153.95 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.4 m cored; 105 % recovered; 146.4 m penetrated
	339-U1385E * LATITUDE: 37.571308 * LONGITUDE: -10.126153 * ELEVATION: -2589.0 m * Recovery: 151.32 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 148.7 m cored; 102 % recovered; 148.7 m penetrated
Parameter(s):	Event label (Event) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	Sample code/label (Sample label) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	68035 data points
*/
Event	Sample label (DSDP/ODP/IODP sample designation)	Depth corr cr [crmcd]	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
339-U1385E	339-U1385E-3H-4,540	19.8500	111.86000	111.21000	112.22000	118.13	34.8630	0.196820
339-U1385E	339-U1385E-3H-4,550	19.8600	111.94000	111.27000	112.29000	118.18	33.8180	0.200740
339-U1385E	339-U1385E-3H-4,560	19.8700	112.01000	111.33000	112.36000	118.24	32.0480	0.227540
339-U1385E	339-U1385E-3H-4,570	19.8800	112.09000	111.39000	112.43000	118.30	35.3420	0.200350
339-U1385E	339-U1385E-3H-4,580	19.8900	112.17000	111.45000	112.51000	118.35	35.1470	0.176480
339-U1385E	339-U1385E-3H-4,590	19.9000	112.25000	111.51000	112.58000	118.41	36.8830	0.182750
339-U1385E	339-U1385E-3H-4,600	19.9100	112.32000	111.57000	112.65000	118.46	35.6760	0.185040
339-U1385E	339-U1385E-3H-4,610	19.9200	112.40000	111.63000	112.72000	118.52	35.7240	0.179250
339-U1385E	339-U1385E-3H-4,620	19.9300	112.48000	111.69000	112.79000	118.58	36.6650	0.194370
339-U1385E	339-U1385E-3H-4,630	19.9400	112.56000	111.75000	112.87000	118.63	35.5620	0.175010
339-U1385E	339-U1385E-3H-4,640	19.9500	112.64000	111.80000	112.94000	118.69	33.4380	0.212970
339-U1385E	339-U1385E-3H-4,650	19.9600	112.71000	111.86000	113.01000	118.74	37.0420	0.175520
339-U1385E	339-U1385E-3H-4,660	19.9700	112.79000	111.92000	113.08000	118.80	36.5090	0.166350
339-U1385E	339-U1385E-3H-4,670	19.9800	112.87000	111.98000	113.16000	118.86	35.7000	0.176080
339-U1385E	339-U1385E-3H-4,680	19.9900	112.94000	112.04000	113.23000	118.91	36.9420	0.188280
339-U1385E	339-U1385E-3H-4,690	20.0000	113.02000	112.10000	113.30000	118.97	35.2330	0.178950
339-U1385E	339-U1385E-3H-4,700	20.0100	113.10000	112.16000	113.37000	119.02	33.7230	0.182060
339-U1385E	339-U1385E-3H-4,710	20.0200	113.19000	112.22000	113.44000	119.08	37.0460	0.177450
339-U1385E	339-U1385E-3H-4,720	20.0300	113.27000	112.28000	113.52000	119.14	36.5030	0.183950
339-U1385E	339-U1385E-3H-4,730	20.0400	113.36000	112.34000	113.59000	119.19	35.6040	0.192900
339-U1385E	339-U1385E-3H-4,760	20.0700	113.61000	112.52000	113.81000	119.36	35.5070	0.191140
339-U1385E	339-U1385E-3H-4,770	20.0800	113.70000	112.58000	113.88000	119.42	34.4070	0.177650
339-U1385E	339-U1385E-3H-4,780	20.0900	113.79000	112.64000	113.95000	119.47	34.8940	0.191890
339-U1385E	339-U1385E-3H-4,790	20.1000	113.87000	112.70000	114.02000	119.53	36.0230	0.189230
339-U1385E	339-U1385E-3H-4,800	20.1100	113.96000	112.76000	114.09000	119.59	34.8770	0.193290
339-U1385E	339-U1385E-3H-4,810	20.1200	114.04000	112.82000	114.17000	119.64	35.5830	0.188890
339-U1385E	339-U1385E-3H-4,820	20.1300	114.13000	112.88000	114.24000	119.70	35.0450	0.176280
339-U1385E	339-U1385E-3H-4,830	20.1400	114.21000	112.93000	114.31000	119.75	33.8760	0.193520
339-U1385E	339-U1385E-3H-4,840	20.1500	114.30000	112.99000	114.38000	119.81	34.3120	0.221290
339-U1385E	339-U1385E-3H-4,850	20.1600	114.39000	113.05000	114.46000	119.87	32.4750	0.213040
339-U1385E	339-U1385E-3H-4,860	20.1700	114.47000	113.11000	114.53000	119.92	33.2510	0.229730
339-U1385E	339-U1385E-3H-4,870	20.1800	114.56000	113.17000	114.60000	119.98	34.3720	0.222860
339-U1385E	339-U1385E-3H-4,880	20.1900	114.64000	113.23000	114.67000	120.03	35.1160	0.208100
339-U1385E	339-U1385E-3H-4,890	20.2000	114.73000	113.29000	114.74000	120.09	36.4080	0.191330
339-U1385E	339-U1385E-3H-4,900	20.2100	114.81000	113.35000	114.82000	120.15	34.0580	0.218330
339-U1385E	339-U1385E-3H-4,910	20.2200	114.90000	113.41000	114.89000	120.20	33.7980	0.208480
339-U1385E	339-U1385E-3H-4,920	20.2300	115.03000	113.47000	114.96000	120.26	35.2500	0.194530
339-U1385E	339-U1385E-3H-4,930	20.2400	115.16000	113.53000	115.03000	120.31	37.4720	0.182950
339-U1385E	339-U1385E-3H-4,940	20.2500	115.29000	113.59000	115.11000	120.37	35.0400	0.204500
339-U1385E	339-U1385E-3H-4,950	20.2600	115.43000	113.65000	115.18000	120.43	35.5520	0.202340
339-U1385E	339-U1385E-3H-4,960	20.2700	115.56000	113.71000	115.25000	120.48	35.7610	0.210030
339-U1385E	339-U1385E-3H-4,970	20.2800	115.69000	113.77000	115.32000	120.54	36.1370	0.208440
339-U1385E	339-U1385E-3H-4,980	20.2900	115.82000	113.83000	115.39000	120.59	36.9030	0.192610
339-U1385E	339-U1385E-3H-4,990	20.3000	115.95000	113.89000	115.47000	120.65	38.6570	0.173560
339-U1385E	339-U1385E-3H-4,1000	20.3100	116.08000	113.95000	115.54000	120.71	37.4740	0.188670
339-U1385E	339-U1385E-3H-4,1000	20.3100	116.08000	113.95000	115.54000	120.71	37.4740	0.188670
339-U1385E	339-U1385E-3H-4,1000	20.3100	116.08000	113.95000	115.54000	120.71	37.4740	0.188670
339-U1385E	339-U1385E-3H-4,1010	20.3200	116.21000	114.00000	115.61000	120.76	39.2810	0.175320
339-U1385E	339-U1385E-3H-4,1020	20.3300	116.34000	114.06000	115.68000	120.82	38.6260	0.187100
339-U1385E	339-U1385E-3H-4,1030	20.3400	116.48000	114.12000	115.76000	120.87	37.9000	0.174590
339-U1385E	339-U1385E-3H-4,1040	20.3500	116.61000	114.18000	115.83000	120.93	36.0930	0.207440
339-U1385E	339-U1385E-3H-4,1050	20.3600	116.74000	114.24000	115.90000	120.99	39.4230	0.185550
339-U1385E	339-U1385E-3H-4,1060	20.3700	116.87000	114.30000	115.97000	121.04	40.2210	0.186560
339-U1385E	339-U1385E-3H-4,1070	20.3800	117.00000	114.36000	116.04000	121.10	37.7880	0.190360
339-U1385E	339-U1385E-3H-4,1080	20.3900	117.15000	114.42000	116.12000	121.15	40.3360	0.169160
339-U1385E	339-U1385E-3H-4,1090	20.4000	117.30000	114.48000	116.19000	121.21	38.6710	0.192680
339-U1385E	339-U1385E-3H-4,1100	20.4100	117.45000	114.54000	116.26000	121.27	38.3060	0.192950
339-U1385E	339-U1385E-3H-4,1110	20.4200	117.60000	114.60000	116.33000	121.32	39.9740	0.200110
339-U1385E	339-U1385E-3H-4,1120	20.4300	117.75000	114.66000	116.41000	121.38	39.3180	0.179100
339-U1385E	339-U1385E-3H-4,1130	20.4400	117.90000	114.72000	116.48000	121.43	38.2070	0.201040
339-U1385E	339-U1385E-3H-4,1140	20.4500	118.05000	114.78000	116.55000	121.49	37.4890	0.193300
339-U1385E	339-U1385E-3H-4,1150	20.4600	118.20000	114.84000	116.62000	121.55	40.1780	0.180240
339-U1385E	339-U1385E-3H-4,1160	20.4700	118.35000	114.90000	116.69000	121.60	40.5530	0.182890
339-U1385E	339-U1385E-3H-4,1170	20.4800	118.50000	114.96000	116.77000	121.66	41.9050	0.189090
339-U1385E	339-U1385E-3H-4,1180	20.4900	118.65000	115.02000	116.84000	121.71	42.5240	0.189940
339-U1385E	339-U1385E-3H-4,1190	20.5000	118.80000	115.08000	116.91000	121.77	40.2330	0.188980
339-U1385E	339-U1385E-3H-4,1210	20.5200	119.10000	115.19000	117.06000	121.88	40.0420	0.183000
339-U1385E	339-U1385E-3H-4,1220	20.5300	119.15000	115.25000	117.13000	121.94	37.0510	0.192790
339-U1385E	339-U1385E-3H-4,1230	20.5400	119.21000	115.31000	117.20000	121.99	37.1020	0.207130
339-U1385E	339-U1385E-3H-4,1250	20.5600	119.32000	115.43000	117.34000	122.11	40.7960	0.188050
339-U1385E	339-U1385E-3H-4,1250	20.5600	119.32000	115.43000	117.34000	122.11	40.7960	0.188050
339-U1385E	339-U1385E-3H-4,1250	20.5600	119.32000	115.43000	117.34000	122.11	40.7960	0.188050
339-U1385E	339-U1385E-3H-4,1260	20.5700	119.37000	115.49000	117.42000	122.16	41.0530	0.174820
339-U1385E	339-U1385E-3H-4,1270	20.5800	119.43000	115.55000	117.49000	122.22	41.4400	0.181730
339-U1385E	339-U1385E-3H-4,1280	20.5900	119.48000	115.61000	117.56000	122.27	41.7490	0.192640
339-U1385E	339-U1385E-3H-4,1290	20.6000	119.54000	115.67000	117.63000	122.33	40.5860	0.196580
339-U1385E	339-U1385E-3H-4,1300	20.6100	119.59000	115.74000	117.71000	122.39	40.0070	0.190840
339-U1385E	339-U1385E-3H-4,1310	20.6200	119.65000	115.82000	117.78000	122.44	37.5100	0.195980
339-U1385E	339-U1385E-3H-4,1320	20.6300	119.70000	115.89000	117.85000	122.50	37.5640	0.189210
339-U1385E	339-U1385E-3H-4,1330	20.6400	119.76000	115.97000	117.92000	122.55	36.5090	0.192860
339-U1385E	339-U1385E-3H-4,1340	20.6500	119.81000	116.04000	117.99000	122.61	39.5080	0.175180
339-U1385E	339-U1385E-3H-4,1350	20.6600	119.87000	116.12000	118.07000	122.67	39.2380	0.175410
339-U1385E	339-U1385E-3H-4,1360	20.6700	119.92000	116.19000	118.14000	122.72	38.6520	0.201820
339-U1385E	339-U1385E-3H-4,1370	20.6800	119.97000	116.27000	118.21000	122.78	38.6470	0.187780
339-U1385E	339-U1385E-3H-4,1380	20.6900	120.03000	116.34000	118.28000	122.83	38.3590	0.187910
339-U1385E	339-U1385E-3H-4,1390	20.7000	120.08000	116.42000	118.36000	122.89	39.3760	0.186900
339-U1385E	339-U1385E-3H-4,1400	20.7100	120.14000	116.49000	118.43000	122.95	38.8560	0.191230
339-U1385E	339-U1385E-3H-4,1410	20.7200	120.19000	116.57000	118.50000	123.00	41.9100	0.164990
339-U1385E	339-U1385E-3H-4,1420	20.7300	120.25000	116.64000	118.57000	123.06	41.3100	0.173120
339-U1385E	339-U1385E-3H-4,1430	20.7400	120.30000	116.72000	118.64000	123.11	40.3210	0.165900
339-U1385E	339-U1385E-3H-4,1440	20.7500	120.36000	116.79000	118.72000	123.17	39.0690	0.185840
339-U1385E	339-U1385E-3H-4,1450	20.7600	120.41000	116.87000	118.79000	123.23	38.8810	0.190330
339-U1385E	339-U1385E-3H-4,1460	20.7700	120.47000	116.94000	118.86000	123.28	41.1720	0.180780
339-U1385E	339-U1385E-3H-4,1470	20.7800	120.52000	117.02000	118.93000	123.34	37.0360	0.203750
339-U1385E	339-U1385E-3H-4,1480	20.7900	120.58000	117.09000	119.01000	123.39	37.7020	0.188020
339-U1385E	339-U1385E-3H-4,1490	20.8000	120.63000	117.17000	119.08000	123.45	37.5900	0.189870
339-U1385E	339-U1385E-3H-4,1500	20.8100	120.68000	117.24000	119.15000	123.51	37.5370	0.191050
339-U1385E	339-U1385E-3H-4,1500	20.8100	120.68000	117.24000	119.15000	123.51	37.5370	0.191050
339-U1385E	339-U1385E-3H-4,1500	20.8100	120.68000	117.24000	119.15000	123.51	37.5370	0.191050
339-U1385E	339-U1385E-3H-5,20	20.8400	120.85000	117.47000	119.37000	123.67	38.9330	0.183510
339-U1385E	339-U1385E-3H-5,30	20.8500	120.90000	117.54000	119.44000	123.73	40.8430	0.168530
339-U1385E	339-U1385E-3H-5,40	20.8600	120.96000	117.62000	119.51000	123.79	38.7860	0.178230
339-U1385E	339-U1385E-3H-5,50	20.8700	121.01000	117.69000	119.58000	123.84	37.8150	0.190620
339-U1385E	339-U1385E-3H-5,60	20.8800	121.07000	117.77000	119.66000	123.90	43.2810	0.166810
339-U1385E	339-U1385E-3H-5,70	20.8900	121.12000	117.84000	119.73000	123.95	39.9830	0.180440
339-U1385E	339-U1385E-3H-5,80	20.9000	121.18000	117.92000	119.80000	124.01	40.6690	0.168680
339-U1385E	339-U1385E-3H-5,90	20.9100	121.23000	117.99000	119.87000	124.07	37.1420	0.178370
339-U1385E	339-U1385E-3H-5,100	20.9200	121.29000	118.07000	119.94000	124.12	35.5370	0.182090
339-U1385E	339-U1385E-3H-5,110	20.9300	121.34000	118.14000	120.02000	124.18	37.4530	0.196530
339-U1385E	339-U1385E-3H-5,120	20.9400	121.40000	118.22000	120.09000	124.23	34.2350	0.200530
339-U1385E	339-U1385E-3H-5,130	20.9500	121.45000	118.29000	120.16000	124.29	33.4260	0.204320
339-U1385E	339-U1385E-3H-5,140	20.9600	121.55000	118.37000	120.23000	124.35	34.8410	0.202850
339-U1385E	339-U1385E-3H-5,150	20.9700	121.65000	118.44000	120.31000	124.40	34.5630	0.207130
339-U1385E	339-U1385E-3H-5,160	20.9800	121.75000	118.52000	120.38000	124.46	34.5460	0.189670
339-U1385E	339-U1385E-3H-5,170	20.9900	121.85000	118.59000	120.45000	124.51	35.0260	0.203170
339-U1385E	339-U1385E-3H-5,180	21.0000	121.95000	118.67000	120.52000	124.57	35.6580	0.184230
339-U1385E	339-U1385E-3H-5,190	21.0100	122.05000	118.74000	120.59000	124.63	36.9460	0.181310
339-U1385E	339-U1385E-3H-5,200	21.0200	122.15000	118.82000	120.67000	124.68	35.6250	0.192100
339-U1385E	339-U1385E-3H-5,210	21.0300	122.25000	118.89000	120.74000	124.74	34.0860	0.195250
339-U1385E	339-U1385E-3H-5,220	21.0400	122.35000	118.97000	120.81000	124.79	35.4890	0.204470
339-U1385E	339-U1385E-3H-5,230	21.0500	122.45000	119.04000	120.88000	124.85	34.5940	0.188240
339-U1385E	339-U1385E-3H-5,240	21.0600	122.55000	119.12000	120.96000	124.91	34.5660	0.184480
339-U1385E	339-U1385E-3H-5,250	21.0700	122.65000	119.19000	121.03000	124.96	34.9440	0.182250
339-U1385E	339-U1385E-3H-5,250	21.0700	122.65000	119.19000	121.03000	124.96	34.9440	0.182250
339-U1385E	339-U1385E-3H-5,250	21.0700	122.65000	119.19000	121.03000	124.96	34.9440	0.182250
339-U1385E	339-U1385E-3H-5,260	21.0800	122.75000	119.27000	121.10000	125.02	35.6900	0.187700
339-U1385E	339-U1385E-3H-5,270	21.0900	122.85000	119.34000	121.17000	125.07	34.3800	0.188560
339-U1385E	339-U1385E-3H-5,280	21.1000	122.99000	119.42000	121.24000	125.13	34.2270	0.187940
339-U1385E	339-U1385E-3H-5,290	21.1100	123.12000	119.49000	121.32000	125.19	34.5880	0.202640
339-U1385E	339-U1385E-3H-5,300	21.1200	123.26000	119.57000	121.39000	125.24	35.3220	0.195880
339-U1385E	339-U1385E-3H-5,310	21.1300	123.39000	119.64000	121.46000	125.30	36.4990	0.197800
339-U1385E	339-U1385E-3H-5,320	21.1400	123.53000	119.72000	121.53000	125.35	33.9340	0.199550
339-U1385E	339-U1385E-3H-5,330	21.1500	123.66000	119.79000	121.61000	125.41	34.8790	0.199060
339-U1385E	339-U1385E-3H-5,340	21.1600	123.80000	119.87000	121.68000	125.47	34.4240	0.211750
339-U1385E	339-U1385E-3H-5,350	21.1700	123.93000	119.94000	121.75000	125.52	35.9950	0.186990
339-U1385E	339-U1385E-3H-5,360	21.1800	124.07000	120.02000	121.82000	125.58	35.8070	0.174290
339-U1385E	339-U1385E-3H-5,380	21.2000	124.34000	120.17000	121.97000	125.69	35.6740	0.172980
339-U1385E	339-U1385E-3H-5,390	21.2100	124.47000	120.24000	122.04000	125.75	34.6530	0.177520
339-U1385E	339-U1385E-3H-5,400	21.2200	124.61000	120.32000	122.11000	125.80	36.7620	0.183830
339-U1385E	339-U1385E-3H-5,410	21.2300	124.75000	120.39000	122.18000	125.86	35.7590	0.188470
339-U1385E	339-U1385E-3H-5,420	21.2400	124.88000	120.47000	122.26000	125.92	38.8730	0.181280
339-U1385E	339-U1385E-3H-5,430	21.2500	125.02000	120.54000	122.33000	125.97	37.9520	0.168980
339-U1385E	339-U1385E-3H-5,440	21.2600	125.15000	120.62000	122.40000	126.03	38.0560	0.181240
339-U1385E	339-U1385E-3H-5,450	21.2700	125.29000	120.69000	122.47000	126.08	37.8460	0.168960
339-U1385E	339-U1385E-3H-5,460	21.2800	125.42000	120.77000	122.54000	126.14	37.6580	0.168560
339-U1385E	339-U1385E-3H-5,470	21.2900	125.56000	120.84000	122.62000	126.20	37.1330	0.158250
339-U1385E	339-U1385E-3H-5,480	21.3000	125.69000	120.92000	122.69000	126.25	37.5040	0.180630
339-U1385E	339-U1385E-3H-5,490	21.3100	125.83000	120.99000	122.76000	126.31	37.8850	0.170250
339-U1385E	339-U1385E-3H-5,500	21.3200	125.96000	121.07000	122.83000	126.36	36.3560	0.167610
339-U1385E	339-U1385E-3H-5,500	21.3200	125.96000	121.07000	122.83000	126.36	36.3560	0.167610
339-U1385E	339-U1385E-3H-5,500	21.3200	125.96000	121.07000	122.83000	126.36	36.3560	0.167610
339-U1385E	339-U1385E-3H-5,510	21.3300	126.10000	121.14000	122.91000	126.42	37.0070	0.173060
339-U1385E	339-U1385E-3H-5,520	21.3400	126.16000	121.22000	122.98000	126.48	37.5080	0.173770
339-U1385E	339-U1385E-3H-5,530	21.3500	126.22000	121.29000	123.05000	126.53	38.1610	0.168170
339-U1385E	339-U1385E-3H-5,540	21.3600	126.28000	121.37000	123.12000	126.59	38.8900	0.161930
339-U1385E	339-U1385E-3H-5,550	21.3700	126.34000	121.44000	123.19000	126.64	39.8200	0.157380
339-U1385E	339-U1385E-3H-5,560	21.3800	126.40000	121.52000	123.27000	126.70	39.9100	0.152130
339-U1385E	339-U1385E-3H-5,570	21.3900	126.46000	121.59000	123.34000	126.76	40.0430	0.163550
339-U1385E	339-U1385E-3H-5,580	21.4000	126.52000	121.67000	123.41000	126.81	38.1210	0.166560
339-U1385E	339-U1385E-3H-5,590	21.4100	126.58000	121.74000	123.48000	126.87	38.9020	0.147290
339-U1385E	339-U1385E-3H-5,600	21.4200	126.64000	121.82000	123.56000	126.92	39.4660	0.152870
339-U1385E	339-U1385E-3H-5,610	21.4300	126.70000	121.89000	123.63000	126.98	38.2750	0.170590
339-U1385E	339-U1385E-3H-5,620	21.4400	126.76000	121.97000	123.70000	127.04	38.2790	0.161970
339-U1385E	339-U1385E-3H-5,630	21.4500	126.82000	122.04000	123.77000	127.09	37.5080	0.172790
339-U1385E	339-U1385E-3H-5,640	21.4600	126.87000	122.12000	123.84000	127.15	36.1120	0.171030
339-U1385E	339-U1385E-3H-5,650	21.4700	126.93000	122.19000	123.92000	127.20	39.4260	0.152770
339-U1385E	339-U1385E-3H-5,660	21.4800	126.99000	122.27000	123.99000	127.26	34.7280	0.180410
339-U1385E	339-U1385E-3H-5,670	21.4900	127.05000	122.34000	124.06000	127.32	36.9170	0.167770
339-U1385E	339-U1385E-3H-5,680	21.5000	127.11000	122.42000	124.13000	127.37	33.2290	0.175720
339-U1385E	339-U1385E-3H-5,690	21.5100	127.16000	122.49000	124.21000	127.43	33.9110	0.168410
339-U1385E	339-U1385E-3H-5,700	21.5200	127.22000	122.57000	124.28000	127.48	34.6070	0.167190
339-U1385E	339-U1385E-3H-5,710	21.5300	127.28000	122.64000	124.35000	127.54	34.0670	0.170210
339-U1385E	339-U1385E-3H-5,720	21.5400	127.34000	122.72000	124.42000	127.60	33.1110	0.187190
339-U1385E	339-U1385E-3H-5,730	21.5500	127.39000	122.79000	124.49000	127.65	35.3930	0.169050
339-U1385E	339-U1385E-3H-5,750	21.5700	127.51000	122.94000	124.64000	127.76	36.7830	0.181010
339-U1385E	339-U1385E-3H-5,750	21.5700	127.51000	122.94000	124.64000	127.76	36.7830	0.181010
339-U1385E	339-U1385E-3H-5,750	21.5700	127.51000	122.94000	124.64000	127.76	36.7830	0.181010
339-U1385E	339-U1385E-3H-5,760	21.5800	127.57000	123.02000	124.71000	127.82	36.6150	0.166410
339-U1385E	339-U1385E-3H-5,770	21.5900	127.63000	123.09000	124.78000	127.88	35.3550	0.174780
339-U1385E	339-U1385E-3H-5,780	21.6000	127.68000	123.17000	124.86000	127.93	35.8460	0.169150
339-U1385E	339-U1385E-3H-5,790	21.6100	127.74000	123.24000	124.93000	127.99	35.4510	0.169290
339-U1385E	339-U1385E-3H-5,800	21.6200	127.80000	123.32000	125.00000	128.04	34.5030	0.163170
339-U1385E	339-U1385E-3H-5,810	21.6300	127.86000	123.39000	125.09000	128.10	35.0350	0.171610
339-U1385E	339-U1385E-3H-5,820	21.6400	127.92000	123.47000	125.19000	128.16	35.7080	0.169890
339-U1385E	339-U1385E-3H-5,830	21.6500	127.97000	123.54000	125.28000	128.21	31.6850	0.177450
339-U1385E	339-U1385E-3H-5,840	21.6600	128.03000	123.62000	125.37000	128.27	32.4340	0.176230
339-U1385E	339-U1385E-3H-5,850	21.6700	128.09000	123.69000	125.47000	128.32	31.9750	0.194840
339-U1385E	339-U1385E-3H-5,860	21.6800	128.15000	123.77000	125.56000	128.38	39.7910	0.160330
339-U1385E	339-U1385E-3H-5,870	21.6900	128.21000	123.84000	125.66000	128.44	39.2880	0.161300
339-U1385E	339-U1385E-3H-5,880	21.7000	128.26000	123.99000	125.75000	128.49	39.5200	0.161080
339-U1385D	339-U1385D-3H-2,800	21.7000	128.26000	123.99000	125.75000	128.49	36.1040	0.171820
339-U1385D	339-U1385D-3H-2,810	21.7100	128.32000	124.14000	125.84000	128.55	29.8320	0.185810
339-U1385D	339-U1385D-3H-2,820	21.7200	128.38000	124.29000	125.94000	128.60	28.2120	0.200530
339-U1385D	339-U1385D-3H-2,830	21.7300	128.44000	124.45000	126.03000	128.66	25.6630	0.232440
339-U1385D	339-U1385D-3H-2,840	21.7400	128.49000	124.60000	126.12000	128.72	24.1660	0.223270
