/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data for all benthic foraminifera in piston core MD01-2444 and IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951395, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.910 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	δ18O [‰] (δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: mixed species corrected to Uvig.
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	17690 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	δ18O [‰] (mixed species corrected to Uv...)
	32.66	231.35	233.20000	233.20000	231.35000	229.55000	233.54000		3.8000
	32.68	231.59	233.32000	233.32000	231.59000	229.68000	233.73000		3.7500
	32.70	231.84	233.44000	233.44000	231.84000	229.80000	233.91000		3.8700
	32.72	232.08	233.56000	233.56000	232.08000	229.93000	234.10000		3.9500
	32.74	232.33	233.68000	233.68000	232.33000	230.05000	234.29000		3.7800
	32.76	232.57	233.81000	233.81000	232.57000	230.17000	234.47000		3.8100
	32.78	232.82	233.93000	233.93000	232.82000	230.30000	234.66000		3.6800
	32.80	233.06	234.05000	234.05000	233.06000	230.42000	234.85000		3.7900
	32.82	233.31	234.17000	234.17000	233.31000	230.55000	235.04000		3.8700
	32.84	233.55	234.29000	234.29000	233.55000	230.67000	235.22000		3.9100
	32.88	234.05	234.53000	234.53000	234.05000	230.92000	235.60000		3.7800
	32.90	234.29	234.66000	234.66000	234.29000	231.05000	235.78000		3.6400
	32.92	234.54	234.78000	234.78000	234.54000	231.17000	235.97000		3.6400
	32.94	234.78	234.90000	234.90000	234.78000	231.29000	236.16000		3.7300
	32.96	235.03	235.02000	235.02000	235.03000	231.42000	236.35000		3.9100
	32.98	235.27	235.14000	235.14000	235.27000	231.54000	236.53000		3.7600
	33.00	235.52	235.26000	235.26000	235.52000	231.67000	236.72000		3.6400
	33.04	236.01	235.50000	235.50000	236.01000	231.92000	237.09000		3.6300
	33.06	236.25	235.63000	235.63000	236.25000	232.04000	237.28000		3.7400
	33.08	236.50	235.75000	235.75000	236.50000	232.17000	237.47000		3.7100
	33.10	236.75	235.87000	235.87000	236.75000	232.29000	237.65000		3.6100
	33.12	236.99	235.99000	235.99000	236.99000	232.42000	237.84000		3.6900
	33.14	237.24	236.11000	236.11000	237.24000	232.54000	238.03000		3.6600
	33.16	237.48	236.23000	236.23000	237.48000	232.66000	238.22000		3.6400
	33.18	237.73	236.35000	236.35000	237.73000	232.79000	238.40000		3.5800
	33.20	237.97	236.48000	236.48000	237.97000	232.91000	238.59000		3.6100
	33.22	238.22	236.60000	236.60000	238.22000	233.04000	238.78000		3.5000
	33.24	238.46	236.72000	236.72000	238.46000	233.16000	238.96000		3.6900
	33.26	238.71	236.84000	236.84000	238.71000	233.29000	239.15000		3.6900
	33.28	238.96	236.96000	236.96000	238.96000	233.41000	239.34000		3.6300
	33.30	239.20	237.08000	237.08000	239.20000	233.54000	239.53000		3.5200
	33.32	239.45	237.20000	237.20000	239.45000	233.66000	239.71000		3.4700
	33.34	239.69	237.33000	237.33000	239.69000	233.79000	239.90000		3.5400
	33.36	239.94	237.45000	237.45000	239.94000	233.91000	240.09000		3.5100
	33.38	240.13	237.57000	237.57000	240.13000	234.03000	240.27000		3.4300
	33.40	240.26	237.69000	237.69000	240.26000	234.16000	240.46000		3.4300
	33.42	240.40	237.81000	237.81000	240.40000	234.28000	240.65000		3.3600
	33.44	240.53	237.93000	237.93000	240.53000	234.41000	240.84000		3.4000
	33.46	240.67	238.05000	238.05000	240.67000	234.53000	241.02000		3.3200
	33.48	240.80	238.17000	238.17000	240.80000	234.66000	241.21000		3.4300
	33.50	240.94	238.30000	238.30000	240.94000	234.78000	241.40000		3.4400
	33.52	241.07	238.42000	238.42000	241.07000	234.91000	241.58000		3.3400
	33.54	241.21	238.54000	238.54000	241.21000	235.03000	241.77000		3.3100
	33.56	241.34	238.66000	238.66000	241.34000	235.15000	241.96000		3.4300
	33.58	241.48	238.89000	238.89000	241.48000	235.28000	242.15000		3.3400
	33.60	241.61	239.13000	239.13000	241.61000	235.40000	242.33000		3.2300
	33.62	241.75	239.36000	239.36000	241.75000	235.53000	242.52000		3.3500
	33.64	241.88	239.60000	239.60000	241.88000	235.65000	242.71000		3.5000
	33.66	242.02	239.83000	239.83000	242.02000	235.78000	242.89000		3.4900
	33.68	242.15	240.07000	240.07000	242.15000	235.90000	243.08000		3.3500
	33.70	242.29	240.30000	240.30000	242.29000	236.03000	243.27000		3.6500
	33.74	242.56	240.77000	240.77000	242.56000	236.28000	243.64000		3.2200
	33.78	242.83	241.24000	241.24000	242.83000	236.52000	244.02000		3.6000
	33.80	242.96	241.47000	241.47000	242.96000	236.65000	244.20000		3.6300
	33.82	243.10	241.71000	241.71000	243.10000	236.77000	244.39000		3.3700
	33.84	243.23	241.94000	241.94000	243.23000	236.90000	244.58000		3.6100
	33.86	243.36	242.17000	242.17000	243.36000	237.02000	244.76000		3.7600
	33.90	243.63	242.64000	242.64000	243.63000	237.27000	245.14000		3.5600
	33.94	243.90	243.11000	243.11000	243.90000	237.52000	245.51000		3.7400
	33.96	244.04	243.35000	243.35000	244.04000	237.65000	245.70000		3.6400
	33.98	244.17	243.58000	243.58000	244.17000	237.77000	245.89000		4.2900
	34.02	244.44	244.05000	244.05000	244.44000	238.02000	246.15000		4.4700
	34.06	244.71	244.52000	244.52000	244.71000	238.27000	246.37000		4.1200
	34.08	244.85	244.75000	244.75000	244.85000	238.39000	246.47000		4.5200
	34.10	244.98	244.99000	244.99000	244.98000	238.52000	246.58000		4.3100
	34.12	245.12	245.22000	245.22000	245.12000	238.64000	246.69000		4.4600
	34.14	245.25	245.46000	245.46000	245.25000	238.77000	246.79000		4.5200
	34.16	245.39	245.69000	245.69000	245.39000	238.89000	246.90000		4.4400
	34.18	245.52	245.92000	245.92000	245.52000	239.01000	247.01000		4.4500
	34.20	245.66	246.16000	246.16000	245.66000	239.14000	247.11000		4.5000
	34.22	245.79	246.39000	246.39000	245.79000	239.26000	247.22000		4.4600
	34.24	245.93	246.57000	246.57000	245.93000	239.39000	247.33000		4.3500
	34.26	246.06	246.69000	246.69000	246.06000	239.51000	247.43000		4.3800
	34.28	246.20	246.81000	246.81000	246.20000	239.64000	247.54000		4.2800
	34.30	246.33	246.93000	246.93000	246.33000	239.76000	247.65000		4.4200
	34.32	246.47	247.05000	247.05000	246.47000	239.89000	247.75000		4.6700
	34.34	246.60	247.17000	247.17000	246.60000	240.01000	247.86000		4.4200
	34.36	246.74	247.29000	247.29000	246.74000	240.14000	247.97000		4.6100
	34.38	246.87	247.42000	247.42000	246.87000	240.26000	248.07000		4.4600
	34.40	247.01	247.54000	247.54000	247.01000	240.46000	248.18000		4.4300
	34.42	247.14	247.66000	247.66000	247.14000	240.65000	248.29000		4.4400
	34.44	247.28	247.78000	247.78000	247.28000	240.85000	248.40000		4.4200
	34.46	247.41	247.90000	247.90000	247.41000	241.04000	248.50000		4.4100
	34.48	247.55	248.02000	248.02000	247.55000	241.24000	248.61000		4.4400
	34.50	247.68	248.14000	248.14000	247.68000	241.43000	248.72000		4.5800
	34.52	247.82	248.26000	248.26000	247.82000	241.63000	248.82000		4.4600
	34.54	247.95	248.38000	248.38000	247.95000	241.83000	248.93000		4.4200
	34.56	248.09	248.50000	248.50000	248.09000	242.02000	249.04000		4.4600
	34.58	248.22	248.62000	248.62000	248.22000	242.22000	249.14000		4.3800
	34.60	248.36	248.74000	248.74000	248.36000	242.41000	249.25000		4.3500
	34.62	248.49	248.86000	248.86000	248.49000	242.61000	249.36000		4.4300
	34.64	248.63	248.98000	248.98000	248.63000	242.80000	249.46000		4.3800
	34.66	248.76	249.11000	249.11000	248.76000	243.00000	249.57000		4.3500
	34.68	248.90	249.23000	249.23000	248.90000	243.19000	249.68000		4.4800
	34.70	249.03	249.35000	249.35000	249.03000	243.39000	249.78000		4.4200
	34.74	249.30	249.59000	249.59000	249.30000	243.78000	250.00000		4.5200
	34.76	249.43	249.71000	249.71000	249.43000	243.98000	250.10000		4.4300
	34.78	249.57	249.83000	249.83000	249.57000	244.17000	250.21000		4.2400
	34.80	249.70	249.95000	249.95000	249.70000	244.37000	250.32000		4.6900
	34.82	249.84	250.07000	250.07000	249.84000	244.56000	250.43000		4.7600
	34.84	249.97	250.19000	250.19000	249.97000	244.76000	250.53000		4.7200
	34.86	250.11	250.31000	250.31000	250.11000	244.90000	250.64000		4.6900
	34.88	250.24	250.43000	250.43000	250.24000	245.04000	250.75000		4.6600
	34.91	250.45	250.61000	250.61000	250.45000	245.26000	250.91000		4.6200
	34.94	250.65	250.80000	250.80000	250.65000	245.47000	251.07000		4.8100
	34.96	250.78	250.92000	250.92000	250.78000	245.61000	251.17000		4.7700
	34.98	250.92	251.04000	251.04000	250.92000	245.75000	251.28000		4.6000
	35.00	251.05	251.16000	251.16000	251.05000	245.90000	251.39000		4.6700
	35.02	251.19	251.28000	251.28000	251.19000	246.04000	251.49000		4.7700
	35.04	251.32	251.40000	251.40000	251.32000	246.18000	251.60000		4.8400
	35.06	251.46	251.52000	251.52000	251.46000	246.32000	251.71000		4.6200
	35.08	251.59	251.64000	251.64000	251.59000	246.46000	251.81000		4.7400
	35.10	251.73	251.76000	251.76000	251.73000	246.61000	251.92000		4.8100
	35.11	251.80	251.82000	251.82000	251.80000	246.68000	251.97000		4.5000
	35.14	252.00	252.00000	252.00000	252.00000	246.89000	252.13000		4.6600
	35.16	252.13	252.12000	252.12000	252.13000	247.03000	252.24000		4.7600
	35.20	252.40	252.37000	252.37000	252.40000	247.32000	252.45000		4.6000
	35.22	252.54	252.49000	252.49000	252.54000	247.46000	252.56000		4.8700
	35.24	252.67	252.61000	252.61000	252.67000	247.60000	252.67000		4.7200
	35.28	252.94	252.85000	252.85000	252.94000	247.88000	252.88000		4.7500
	35.30	253.08	252.97000	252.97000	253.08000	248.03000	252.99000		4.7500
	35.31	253.14	253.03000	253.03000	253.14000	248.10000	253.04000		4.6400
	35.34	253.35	253.21000	253.21000	253.35000	248.31000	253.20000		4.7100
	35.36	253.48	253.33000	253.33000	253.48000	248.45000	253.31000		4.7000
	35.37	253.55	253.39000	253.39000	253.55000	248.52000	253.36000		4.6800
	35.41	253.82	253.63000	253.63000	253.82000	248.81000	253.58000		4.8000
	35.43	253.95	253.75000	253.75000	253.95000	248.95000	253.68000		4.7700
	35.45	254.09	253.87000	253.87000	254.09000	249.09000	253.79000		4.8100
	35.47	254.22	254.00000	254.00000	254.22000	249.23000	253.90000		4.5200
	35.49	254.36	254.12000	254.12000	254.36000	249.37000	254.00000		4.6600
	35.51	254.49	254.24000	254.24000	254.49000	249.52000	254.11000		4.7600
	35.53	254.63	254.36000	254.36000	254.63000	249.66000	254.22000		4.7700
	35.55	254.76	254.48000	254.48000	254.76000	249.80000	254.32000		4.7800
	35.57	254.90	254.60000	254.60000	254.90000	249.94000	254.43000		4.8300
	35.59	255.03	254.72000	254.72000	255.03000	250.08000	254.54000		4.7100
	35.61	255.17	254.84000	254.84000	255.17000	250.23000	254.64000		4.8900
	35.63	255.30	254.96000	254.96000	255.30000	250.37000	254.75000		4.6800
	35.65	255.44	255.08000	255.08000	255.44000	250.51000	254.86000		4.9500
	35.67	255.57	255.20000	255.20000	255.57000	250.65000	254.96000		4.8600
	35.69	255.71	255.32000	255.32000	255.71000	250.79000	255.07000		4.7500
	35.71	255.84	255.44000	255.44000	255.84000	250.94000	255.18000		4.7300
	35.73	255.98	255.56000	255.56000	255.98000	251.08000	255.29000		4.8400
	35.75	256.11	255.69000	255.69000	256.11000	251.22000	255.39000		4.6800
	35.77	256.25	255.81000	255.81000	256.25000	251.36000	255.50000		4.6900
	35.79	256.38	255.93000	255.93000	256.38000	251.50000	255.61000		4.6000
	35.81	256.52	256.05000	256.05000	256.52000	251.65000	255.71000		4.6700
	35.83	256.65	256.17000	256.17000	256.65000	251.79000	255.82000		4.8000
	35.85	256.79	256.29000	256.29000	256.79000	251.93000	255.93000		4.4600
	35.87	256.92	256.41000	256.41000	256.92000	252.07000	256.03000		4.6600
	35.89	257.06	256.53000	256.53000	257.06000	252.21000	256.14000		4.7100
	35.91	257.19	256.65000	256.65000	257.19000	252.36000	256.25000		4.7100
	35.93	257.33	256.77000	256.77000	257.33000	252.50000	256.35000		4.7100
	35.95	257.46	256.89000	256.89000	257.46000	252.64000	256.46000		4.8700
	35.97	257.60	257.01000	257.01000	257.60000	252.78000	256.57000		4.6600
	35.99	257.73	257.13000	257.13000	257.73000	252.92000	256.67000		4.7900
	36.01	257.87	257.25000	257.25000	257.87000	253.07000	256.78000		4.7700
	36.03	258.00	257.38000	257.38000	258.00000	253.21000	256.89000		4.8600
	36.05	258.14	257.50000	257.50000	258.14000	253.35000	256.99000		4.8100
	36.07	258.27	257.62000	257.62000	258.27000	253.49000	257.10000		4.6400
	36.09	258.41	257.74000	257.74000	258.41000	253.63000	257.21000		4.5400
	36.11	258.54	257.86000	257.86000	258.54000	253.78000	257.31000		4.4400
	36.13	258.67	257.98000	257.98000	258.67000	253.92000	257.42000		4.7600
	36.15	258.81	258.10000	258.10000	258.81000	254.06000	257.53000		4.6600
	36.17	258.94	258.22000	258.22000	258.94000	254.20000	257.64000		4.7300
	36.19	259.08	258.34000	258.34000	259.08000	254.34000	257.74000		4.7700
	36.21	259.21	258.46000	258.46000	259.21000	254.48000	257.85000		4.6100
	36.23	259.35	258.58000	258.58000	259.35000	254.63000	257.96000		4.6700
	36.25	259.48	258.70000	258.70000	259.48000	254.77000	258.06000		4.5200
	36.26	259.55	258.76000	258.76000	259.55000	254.84000	258.12000		4.6800
	36.27	259.62	258.82000	258.82000	259.62000	254.91000	258.17000		4.6100
	36.29	259.75	258.94000	258.94000	259.75000	255.05000	258.28000		4.4600
	36.31	259.89	259.07000	259.07000	259.89000	255.19000	258.38000		4.5500
	36.33	260.02	259.19000	259.19000	260.02000	255.34000	258.49000		4.6700
	36.35	260.16	259.31000	259.31000	260.16000	255.48000	258.60000		4.5300
	36.37	260.29	259.43000	259.43000	260.29000	255.62000	258.70000		4.7100
	36.39	260.43	259.55000	259.55000	260.43000	255.76000	258.81000		4.6800
	36.41	260.56	259.67000	259.67000	260.56000	255.90000	258.92000		4.6800
	36.42	260.63	259.73000	259.73000	260.63000	255.98000	258.97000		4.4400
	36.44	260.77	259.85000	259.85000	260.77000	256.12000	259.08000		4.5300
	36.46	260.90	259.97000	259.97000	260.90000	256.26000	259.18000		4.6400
	36.48	261.04	260.09000	260.09000	261.04000	256.40000	259.29000		4.6800
	36.50	261.17	260.21000	260.21000	261.17000	256.54000	259.40000		4.5200
	36.52	261.31	260.33000	260.33000	261.31000	256.69000	259.50000		4.5400
	36.54	261.44	260.45000	260.45000	261.44000	256.83000	259.61000		4.5600
	36.56	261.57	260.57000	260.57000	261.57000	256.97000	259.72000		4.5600
	36.58	261.71	260.70000	260.70000	261.71000	257.11000	259.83000		4.5000
	36.60	261.84	260.82000	260.82000	261.84000	257.25000	259.93000		4.3800
	36.62	261.98	260.94000	260.94000	261.98000	257.40000	260.04000		4.1600
	36.64	262.11	261.06000	261.06000	262.11000	257.54000	260.15000		4.4500
	36.66	262.25	261.18000	261.18000	262.25000	257.68000	260.25000		4.4000
	36.68	262.38	261.30000	261.30000	262.38000	257.82000	260.36000		4.4600
	36.70	262.52	261.42000	261.42000	262.52000	257.96000	260.47000		4.5000
	36.72	262.65	261.54000	261.54000	262.65000	258.11000	260.57000		4.4000
	36.74	262.79	261.66000	261.66000	262.79000	258.25000	260.68000		4.4000
	36.76	262.92	261.78000	261.78000	262.92000	258.39000	260.79000		4.1500
	36.78	263.06	261.90000	261.90000	263.06000	258.53000	260.89000		4.5500
	36.80	263.19	262.02000	262.02000	263.19000	258.67000	261.00000		4.3800
	36.82	263.33	262.14000	262.14000	263.33000	258.82000	261.11000		4.0300
	36.84	263.46	262.26000	262.26000	263.46000	258.96000	261.21000		4.5800
	36.86	263.60	262.39000	262.39000	263.60000	259.10000	261.32000		4.5000
	36.88	263.73	262.51000	262.51000	263.73000	259.24000	261.43000		4.5200
	36.90	263.87	262.63000	262.63000	263.87000	259.38000	261.53000		4.5100
	36.92	264.00	262.75000	262.75000	264.00000	259.52000	261.64000		4.3500
	36.94	264.14	262.87000	262.87000	264.14000	259.67000	261.75000		4.5600
	36.96	264.27	262.99000	262.99000	264.27000	259.81000	261.85000		4.6400
	36.98	264.41	263.11000	263.11000	264.41000	259.95000	261.96000		4.4900
	36.99	264.48	263.16000	263.17000	264.48000	260.02000	262.01000		4.7300
	37.00	264.54	263.23000	263.23000	264.54000	260.09000	262.07000		4.4600
	37.01	264.61	263.28000	263.29000	264.61000	260.16000	262.12000		4.6100
	37.02	264.68	263.35000	263.35000	264.68000	260.23000	262.18000		4.6000
	37.04	264.81	263.47000	263.47000	264.81000	260.38000	262.28000		4.6200
	37.05	264.88	263.52000	263.53000	264.88000	260.45000	262.34000		4.6600
	37.06	264.95	263.59000	263.59000	264.95000	260.52000	262.39000		4.7500
	37.07	265.01	263.63000	263.65000	265.01000	260.59000	262.44000		4.6700
	37.08	265.08	263.71000	263.71000	265.08000	260.66000	262.50000		4.6200
	37.09	265.15	263.75000	263.77000	265.15000	260.73000	262.55000		4.5900
	37.10	265.22	263.83000	263.83000	265.22000	260.80000	262.60000		4.6200
	37.11	265.28	263.87000	263.89000	265.28000	260.87000	262.66000		4.5600
	37.12	265.35	263.96000	263.95000	265.35000	260.94000	262.71000		4.5300
	37.13	265.42	263.99000	264.02000	265.42000	261.02000	262.76000		4.6800
	37.14	265.49	264.08000	264.08000	265.49000	261.09000	262.82000		4.5100
	37.15	265.55	264.11000	264.14000	265.55000	261.16000	262.87000		4.6400
	37.16	265.62	264.20000	264.20000	265.62000	261.23000	262.92000		4.5700
	37.17	265.69	264.23000	264.26000	265.69000	261.30000	262.98000		4.5700
	37.18	265.76	264.32000	264.32000	265.76000	261.37000	263.03000		4.4900
	37.19	265.82	264.35000	264.38000	265.82000	261.44000	263.08000		4.4400
	37.21	265.96	264.47000	264.50000	265.96000	261.58000	263.19000		4.4400
	37.23	266.09	264.59000	264.62000	266.09000	261.73000	263.30000		4.6700
	37.24	266.16	264.71000	264.68000	266.16000	261.80000	263.35000		4.3200
	37.26	266.30	264.83000	264.80000	266.30000	261.94000	263.46000		4.6800
	37.28	266.43	264.95000	264.92000	266.43000	262.08000	263.56000		4.8900
	37.30	266.57	265.07000	265.04000	266.57000	262.22000	263.67000		4.6400
	37.32	266.70	265.19000	265.16000	266.70000	262.36000	263.78000		4.7000
	37.34	266.84	265.31000	265.28000	266.84000	262.51000	263.88000		4.6400
	37.36	266.97	265.43000	265.40000	266.97000	262.65000	263.99000		4.5700
	37.38	267.11	265.54000	265.52000	267.11000	262.79000	264.10000		4.6000
	37.40	267.24	265.66000	265.65000	267.24000	262.93000	264.20000		4.7300
	37.42	267.38	265.78000	265.77000	267.38000	263.07000	264.31000		4.5700
	37.44	267.51	265.90000	265.89000	267.51000	263.22000	264.42000		4.6500
	37.46	267.65	266.02000	266.01000	267.65000	263.36000	264.53000		4.5300
	37.48	267.78	266.14000	266.13000	267.78000	263.50000	264.63000		4.5800
	37.50	267.91	266.26000	266.25000	267.91000	263.64000	264.74000		4.5800
	37.52	268.05	266.37000	266.37000	268.05000	263.78000	264.85000		4.4200
	37.52	268.05	266.38000	266.37000	268.05000	263.78000	264.85000		4.5600
	37.54	268.18	266.50000	266.49000	268.18000	263.93000	264.95000		4.5800
	37.56	268.32	266.62000	266.61000	268.32000	264.07000	265.06000		4.4900
	37.58	268.45	266.74000	266.73000	268.45000	264.21000	265.17000		4.6400
	37.60	268.59	266.86000	266.85000	268.59000	264.36000	265.27000		4.5700
	37.62	268.72	266.98000	266.97000	268.72000	264.51000	265.38000		4.2900
	37.64	268.86	267.10000	267.09000	268.86000	264.66000	265.49000		4.4800
	37.66	268.99	267.22000	267.21000	268.99000	264.81000	265.59000		4.2700
	37.68	269.13	267.34000	267.34000	269.13000	264.96000	265.70000		4.5100
	37.70	269.26	267.46000	267.46000	269.26000	265.11000	265.81000		4.4500
	37.72	269.40	267.58000	267.58000	269.40000	265.26000	265.91000		4.3500
	37.74	269.53	267.70000	267.70000	269.53000	265.41000	266.02000		4.3600
	37.76	269.67	267.82000	267.82000	269.67000	265.56000	266.13000		4.4300
	37.78	269.80	267.94000	267.94000	269.80000	265.71000	266.23000		4.3300
	37.80	269.94	268.06000	268.06000	269.94000	265.86000	266.36000		4.3700
	37.82	270.07	268.18000	268.18000	270.07000	266.01000	266.54000		4.2700
	37.84	270.21	268.30000	268.30000	270.21000	266.16000	266.71000		4.5400
	37.86	270.34	268.42000	268.42000	270.34000	266.30000	266.88000		4.3300
	37.88	270.48	268.54000	268.54000	270.48000	266.45000	267.05000		4.5600
	37.90	270.61	268.66000	268.66000	270.61000	266.60000	267.22000		4.3400
	37.92	270.75	268.78000	268.78000	270.75000	266.75000	267.39000		4.4700
	37.96	271.02	269.03000	269.03000	271.02000	267.05000	267.73000		4.5100
	37.98	271.15	269.15000	269.15000	271.15000	267.20000	267.90000		4.5400
	38.00	271.29	269.27000	269.27000	271.29000	267.35000	268.07000		4.6500
	38.02	271.42	269.39000	269.39000	271.42000	267.50000	268.24000		4.6300
	38.04	271.56	269.51000	269.51000	271.56000	267.65000	268.41000		4.5000
	38.06	271.69	269.63000	269.63000	271.69000	267.80000	268.58000		4.5500
	38.08	271.83	269.75000	269.75000	271.83000	267.95000	268.75000		4.6100
	38.10	271.96	269.87000	269.87000	271.96000	268.10000	268.92000		4.5800
	38.14	272.23	270.11000	270.11000	272.23000	268.40000	269.26000		4.6500
	38.16	272.37	270.23000	270.23000	272.37000	268.55000	269.43000		4.7400
	38.18	272.50	270.35000	270.35000	272.50000	268.70000	269.60000		4.4500
	38.20	272.64	270.47000	270.47000	272.64000	268.85000	269.77000		4.4800
	38.22	272.77	270.59000	270.59000	272.77000	269.00000	269.94000		4.8500
	38.24	272.91	270.72000	270.72000	272.91000	269.15000	270.11000		4.7700
	38.26	273.04	270.84000	270.84000	273.04000	269.30000	270.29000		4.8700
	38.28	273.18	270.96000	270.96000	273.18000	269.45000	270.46000		4.7000
	38.30	273.31	271.08000	271.08000	273.31000	269.60000	270.63000		4.7500
	38.32	273.45	271.20000	271.20000	273.45000	269.75000	270.80000		4.6800
	38.34	273.58	271.32000	271.32000	273.58000	269.90000	270.97000		4.8000
	38.36	273.72	271.44000	271.44000	273.72000	270.05000	271.14000		4.8700
	38.38	273.85	271.56000	271.56000	273.85000	270.20000	271.31000		4.6500
	38.40	273.98	271.68000	271.68000	273.98000	270.34000	271.48000		4.6100
